time,turnAngle,speed2d,alpha,alphaTarget,bRight,actorYaw,smState
1363.981,0.0,0.0,0.000,0.000,0,103.2,0
1364.010,0.0,0.0,0.000,0.000,0,103.2,0
1364.038,0.0,0.0,0.000,0.000,0,103.2,0
1364.066,0.0,0.0,0.000,0.000,0,103.2,0
1364.093,0.0,0.0,0.000,0.000,0,103.2,0
1364.122,0.0,0.0,0.000,0.000,0,103.2,0
1364.149,0.0,0.0,0.000,0.000,0,103.2,0
1364.177,0.0,0.0,0.000,0.000,0,103.2,0
1364.204,0.0,0.0,0.000,0.000,0,103.2,0
1364.232,0.0,0.0,0.000,0.000,0,103.2,0
1364.261,0.0,0.0,0.000,0.000,0,103.2,0
1364.288,0.0,0.0,0.000,0.000,0,103.2,0
1364.316,0.0,0.0,0.000,0.000,0,103.2,0
1364.344,0.0,0.0,0.000,0.000,0,103.2,0
1364.372,0.0,0.0,0.000,0.000,0,103.2,0
1364.399,0.0,0.0,0.000,0.000,0,103.2,0
1364.427,0.0,0.0,0.000,0.000,0,103.2,0
1364.455,0.0,0.0,0.000,0.000,0,103.2,0
1364.482,0.0,0.0,0.000,0.000,0,103.2,0
1364.511,0.0,0.0,0.000,0.000,0,103.2,0
1364.538,0.0,0.0,0.000,0.000,0,103.2,0
1364.566,0.0,0.0,0.000,0.000,0,103.2,0
1364.594,0.0,0.0,0.000,0.000,0,103.2,0
1364.622,0.0,0.0,0.000,0.000,0,103.2,0
1364.651,0.0,0.0,0.000,0.000,0,103.2,0
1364.678,0.0,0.0,0.000,0.000,0,103.2,0
1364.706,0.0,0.0,0.000,0.000,0,103.2,0
1364.733,0.0,0.0,0.000,0.000,0,103.2,0
1364.761,0.0,0.0,0.000,0.000,0,103.2,0
1364.789,0.0,0.0,0.000,0.000,0,103.2,0
1364.816,0.0,0.0,0.000,0.000,0,103.2,0
1364.844,0.0,0.0,0.000,0.000,0,103.2,0
1364.872,0.0,0.0,0.000,0.000,0,103.2,0
1364.900,0.0,0.0,0.000,0.000,0,103.2,0
1364.927,0.0,0.0,0.000,0.000,0,103.2,0
1364.955,0.0,0.0,0.000,0.000,0,103.2,0
1364.982,0.0,0.0,0.000,0.000,0,103.2,0
1365.009,0.0,0.0,0.000,0.000,0,103.2,0
1365.038,0.0,0.0,0.000,0.000,0,103.2,0
1365.067,0.0,0.0,0.000,0.000,0,103.2,0
1365.096,0.0,0.0,0.000,0.000,0,103.2,0
1365.123,0.0,0.0,0.000,0.000,0,103.2,0
1365.151,0.0,0.0,0.000,0.000,0,103.2,0
1365.178,0.0,0.0,0.000,0.000,0,103.2,0
1365.206,0.0,0.0,0.000,0.000,0,103.2,0
1365.234,0.0,0.0,0.000,0.000,0,103.2,0
1365.262,0.0,0.0,0.000,0.000,0,103.2,0
1365.290,0.0,0.0,0.000,0.000,0,103.2,0
1365.318,0.0,0.0,0.000,0.000,0,103.2,0
1365.346,0.0,0.0,0.000,0.000,0,103.2,0
1365.374,0.0,0.0,0.000,0.000,0,103.2,0
1365.401,0.0,0.0,0.000,0.000,0,103.2,0
1365.429,0.0,0.0,0.000,0.000,0,103.2,0
1365.458,0.0,0.0,0.000,0.000,0,103.2,0
1365.487,0.0,0.0,0.000,0.000,0,103.2,0
1365.515,0.0,0.0,0.000,0.000,0,103.2,0
1365.543,0.0,0.0,0.000,0.000,0,103.2,0
1365.571,0.0,0.0,0.000,0.000,0,103.2,0
1365.599,0.0,0.0,0.000,0.000,0,103.2,0
1365.628,0.0,0.0,0.000,0.000,0,103.2,0
1365.656,0.0,0.0,0.000,0.000,0,103.2,0
1365.683,0.0,0.0,0.000,0.000,0,103.2,0
1365.712,0.0,0.0,0.000,0.000,0,103.2,0
1365.740,0.0,0.0,0.000,0.000,0,103.2,0
1365.767,0.0,0.0,0.000,0.000,0,103.2,0
1365.795,0.0,0.0,0.000,0.000,0,103.2,0
1365.823,0.0,0.0,0.000,0.000,0,103.2,0
1365.850,0.0,0.0,0.000,0.000,0,103.2,0
1365.879,0.0,0.0,0.000,0.000,0,103.2,0
1365.907,0.0,0.0,0.000,0.000,0,103.2,0
1365.934,0.0,0.0,0.000,0.000,0,103.2,0
1365.962,0.0,0.0,0.000,0.000,0,103.2,0
1365.992,0.0,0.0,0.000,0.000,0,103.2,0
1366.020,0.0,0.0,0.000,0.000,0,103.2,0
1366.048,0.0,0.0,0.000,0.000,0,103.2,0
1366.076,0.0,0.0,0.000,0.000,0,103.2,0
1366.104,0.0,0.0,0.000,0.000,0,103.2,0
1366.132,0.0,0.0,0.000,0.000,0,103.2,0
1366.160,0.0,0.0,0.000,0.000,0,103.2,0
1366.188,0.0,0.0,0.000,0.000,0,103.2,0
1366.216,0.0,0.0,0.000,0.000,0,103.2,0
1366.245,0.0,0.0,0.000,0.000,0,103.2,0
1366.273,0.0,0.0,0.000,0.000,0,103.2,0
1366.303,0.0,0.0,0.000,0.000,0,103.2,0
1366.331,0.0,0.0,0.000,0.000,0,103.2,0
1366.361,0.0,0.0,0.000,0.000,0,103.2,0
1366.392,0.0,0.0,0.000,0.000,0,103.2,0
1366.423,0.0,0.0,0.000,0.000,0,103.2,0
1366.452,0.0,0.0,0.000,0.000,0,103.2,0
1366.480,0.0,0.0,0.000,0.000,0,103.2,0
1366.508,0.0,0.0,0.000,0.000,0,103.2,0
1366.536,0.0,0.0,0.000,0.000,0,103.2,0
1366.565,0.0,0.0,0.000,0.000,0,103.2,0
1366.592,0.0,0.0,0.000,0.000,0,103.2,0
1366.621,0.0,0.0,0.000,0.000,0,103.2,0
1366.648,0.0,0.0,0.000,0.000,0,103.2,0
1366.675,0.0,0.0,0.000,0.000,0,103.2,0
1366.703,0.0,0.0,0.000,0.000,0,103.2,0
1366.731,0.0,0.0,0.000,0.000,0,103.2,0
1366.760,0.0,0.0,0.000,0.000,0,103.2,0
1366.787,0.0,0.0,0.000,0.000,0,103.2,0
1366.815,0.0,0.0,0.000,0.000,0,103.2,0
1366.842,0.0,0.0,0.000,0.000,0,103.2,0
1366.869,0.0,0.0,0.000,0.000,0,103.2,0
1366.898,0.0,0.0,0.000,0.000,0,103.2,0
1366.925,0.0,0.0,0.000,0.000,0,103.2,0
1366.953,0.0,0.0,0.000,0.000,0,103.2,0
1366.981,0.0,0.0,0.000,0.000,0,103.2,0
1367.009,0.0,0.0,0.000,0.000,0,103.2,0
1367.037,0.0,0.0,0.000,0.000,0,103.2,0
1367.065,0.0,0.0,0.000,0.000,0,103.2,0
1367.093,0.0,0.0,0.000,0.000,0,103.2,0
1367.124,0.0,0.0,0.000,0.000,0,103.2,0
1367.151,0.0,0.0,0.000,0.000,0,103.2,0
1367.178,0.0,0.0,0.000,0.000,0,103.2,0
1367.206,0.0,0.0,0.000,0.000,0,103.2,0
1367.234,0.0,0.0,0.000,0.000,0,103.2,0
1367.261,0.0,0.0,0.000,0.000,0,103.2,0
1367.288,0.0,0.0,0.000,0.000,0,103.2,0
1367.316,0.0,0.0,0.000,0.000,0,103.2,0
1367.345,0.0,0.0,0.000,0.000,0,103.2,0
1367.373,0.0,0.0,0.000,0.000,0,103.2,0
1367.400,0.0,0.0,0.000,0.000,0,103.2,0
1367.428,0.0,0.0,0.000,0.000,0,103.2,0
1367.456,0.0,0.0,0.000,0.000,0,103.2,0
1367.483,0.0,0.0,0.000,0.000,0,103.2,0
1367.510,0.0,0.0,0.000,0.000,0,103.2,0
1367.538,0.0,0.0,0.000,0.000,0,103.2,0
1367.566,0.0,0.0,0.000,0.000,0,103.2,0
1367.594,0.0,0.0,0.000,0.000,0,103.2,0
1367.622,0.0,0.0,0.000,0.000,0,103.2,0
1367.649,0.0,0.0,0.000,0.000,0,103.2,0
1367.677,0.0,0.0,0.000,0.000,0,103.2,0
1367.708,0.0,0.0,0.000,0.000,0,103.2,0
1367.736,0.0,0.0,0.000,0.000,0,103.2,0
1367.764,0.0,0.0,0.000,0.000,0,103.2,0
1367.793,0.0,0.0,0.000,0.000,0,103.2,0
1367.822,0.0,0.0,0.000,0.000,0,103.2,0
1367.849,0.0,0.0,0.000,0.000,0,103.2,0
1367.877,0.0,0.0,0.000,0.000,0,103.2,0
1367.904,0.0,0.0,0.000,0.000,0,103.2,0
1367.932,0.0,0.0,0.000,0.000,0,103.2,0
1367.959,0.0,0.0,0.000,0.000,0,103.2,0
1367.988,0.0,0.0,0.000,0.000,0,103.2,0
1368.015,0.0,0.0,0.000,0.000,0,103.2,0
1368.044,0.0,0.0,0.000,0.000,0,103.2,0
1368.072,0.0,0.0,0.000,0.000,0,103.2,0
1368.101,0.0,0.0,0.000,0.000,0,103.2,0
1368.128,0.0,0.0,0.000,0.000,0,103.2,0
1368.157,0.0,0.0,0.000,0.000,0,103.2,0
1368.186,0.0,0.0,0.000,0.000,0,103.2,0
1368.214,0.0,0.0,0.000,0.000,0,103.2,0
1368.242,0.0,0.0,0.000,0.000,0,103.2,0
1368.270,0.0,0.0,0.000,0.000,0,103.2,0
1368.297,0.0,0.0,0.000,0.000,0,103.2,0
1368.325,0.0,0.0,0.000,0.000,0,103.2,0
1368.353,0.0,0.0,0.000,0.000,0,103.2,0
1368.382,0.0,0.0,0.000,0.000,0,103.2,0
1368.411,0.0,0.0,0.000,0.000,0,103.2,0
1368.440,0.0,0.0,0.000,0.000,0,103.2,0
1368.467,0.0,0.0,0.000,0.000,0,103.2,0
1368.494,0.0,0.0,0.000,0.000,0,103.2,0
1368.521,0.0,0.0,0.000,0.000,0,103.2,0
1368.549,0.0,0.0,0.000,0.000,0,103.2,0
1368.577,0.0,0.0,0.000,0.000,0,103.2,0
1368.606,0.0,0.0,0.000,0.000,0,103.2,0
1368.633,0.0,0.0,0.000,0.000,0,103.2,0
1368.661,0.0,0.0,0.000,0.000,0,103.2,0
1368.689,0.0,0.0,0.000,0.000,0,103.2,0
1368.717,0.0,0.0,0.000,0.000,0,103.2,0
1368.745,0.0,0.0,0.000,0.000,0,103.2,0
1368.774,0.0,0.0,0.000,0.000,0,103.2,0
1368.801,0.0,0.0,0.000,0.000,0,103.2,0
1368.831,0.0,0.0,0.000,0.000,0,103.2,0
1368.859,0.0,0.0,0.000,0.000,0,103.2,0
1368.886,0.0,0.0,0.000,0.000,0,103.2,0
1368.916,0.0,0.0,0.000,0.000,0,103.2,0
1368.943,0.0,0.0,0.000,0.000,0,103.2,0
1368.970,0.0,0.0,0.000,0.000,0,103.2,0
1368.998,0.0,0.0,0.000,0.000,0,103.2,0
1369.027,0.0,0.0,0.000,0.000,0,103.2,0
1369.054,0.0,0.0,0.000,0.000,0,103.2,0
1369.081,0.0,0.0,0.000,0.000,0,103.2,0
1369.111,0.0,0.0,0.000,0.000,0,103.2,0
1369.140,0.0,0.0,0.000,0.000,0,103.2,0
1369.167,0.0,0.0,0.000,0.000,0,103.2,0
1369.195,0.0,0.0,0.000,0.000,0,103.2,0
1369.222,0.0,0.0,0.000,0.000,0,103.2,0
1369.250,0.0,0.0,0.000,0.000,0,103.2,0
1369.277,0.0,0.0,0.000,0.000,0,103.2,0
1369.305,0.0,0.0,0.000,0.000,0,103.2,0
1369.334,0.0,0.0,0.000,0.000,0,103.2,0
1369.364,0.0,0.0,0.000,0.000,0,103.2,0
1369.393,0.0,0.0,0.000,0.000,0,103.2,0
1369.421,0.0,0.0,0.000,0.000,0,103.2,0
1369.448,0.0,0.0,0.000,0.000,0,103.2,0
1369.475,0.0,0.0,0.000,0.000,0,103.2,0
1369.503,0.0,0.0,0.000,0.000,0,103.2,0
1369.530,0.0,0.0,0.000,0.000,0,103.2,0
1369.559,0.0,0.0,0.000,0.000,0,103.2,0
1369.587,0.0,0.0,0.000,0.000,0,103.2,0
1369.615,0.0,0.0,0.000,0.000,0,103.2,0
1369.643,0.0,0.0,0.000,0.000,0,103.2,0
1369.671,0.0,0.0,0.000,0.000,0,103.2,0
1369.699,0.0,0.0,0.000,0.000,0,103.2,0
1369.727,0.0,0.0,0.000,0.000,0,103.2,0
1369.754,0.0,0.0,0.000,0.000,0,103.2,0
1369.782,0.0,0.0,0.000,0.000,0,103.2,0
1369.810,0.0,0.0,0.000,0.000,0,103.2,0
1369.837,0.0,0.0,0.000,0.000,0,103.2,0
1369.864,0.0,0.0,0.000,0.000,0,103.2,0
1369.892,0.0,0.0,0.000,0.000,0,103.2,0
1369.920,0.0,0.0,0.000,0.000,0,103.2,0
1369.949,0.0,0.0,0.000,0.000,0,103.2,0
1369.976,0.0,0.0,0.000,0.000,0,103.2,0
1370.004,0.0,0.0,0.000,0.000,0,103.2,0
1370.031,0.0,0.0,0.000,0.000,0,103.2,0
1370.058,0.0,0.0,0.000,0.000,0,103.2,0
1370.085,0.0,0.0,0.000,0.000,0,103.2,0
1370.114,0.0,0.0,0.000,0.000,0,103.2,0
1370.143,0.0,0.0,0.000,0.000,0,103.2,0
1370.171,0.0,0.0,0.000,0.000,0,103.2,0
1370.198,0.0,0.0,0.000,0.000,0,103.2,0
1370.226,0.0,0.0,0.000,0.000,0,103.2,0
1370.253,0.0,0.0,0.000,0.000,0,103.2,0
1370.281,0.0,0.0,0.000,0.000,0,103.2,0
1370.309,0.0,0.0,0.000,0.000,0,103.2,0
1370.338,0.0,0.0,0.000,0.000,0,103.2,0
1370.366,0.0,0.0,0.000,0.000,0,103.2,0
1370.393,0.0,0.0,0.000,0.000,0,103.2,0
1370.421,0.0,0.0,0.000,0.000,0,103.2,0
1370.450,0.0,0.0,0.000,0.000,0,103.2,0
1370.479,0.0,0.0,0.000,0.000,0,103.2,0
1370.507,0.0,0.0,0.000,0.000,0,103.2,0
1370.535,0.0,0.0,0.000,0.000,0,103.2,0
1370.563,0.0,0.0,0.000,0.000,0,103.2,0
1370.590,0.0,0.0,0.000,0.000,0,103.2,0
1370.618,0.0,0.0,0.000,0.000,0,103.2,0
1370.645,0.0,0.0,0.000,0.000,0,103.2,0
1370.672,0.0,0.0,0.000,0.000,0,103.2,0
1370.700,0.0,0.0,0.000,0.000,0,103.2,0
1370.729,0.0,0.0,0.000,0.000,0,103.2,0
1370.756,0.0,0.0,0.000,0.000,0,103.2,0
1370.784,0.0,0.0,0.000,0.000,0,103.2,0
1370.812,0.0,0.0,0.000,0.000,0,103.2,0
1370.839,0.0,0.0,0.000,0.000,0,103.2,0
1370.867,0.0,0.0,0.000,0.000,0,103.2,0
1370.895,0.0,0.0,0.000,0.000,0,103.2,0
1370.923,0.0,0.0,0.000,0.000,0,103.2,0
1370.950,0.0,0.0,0.000,0.000,0,103.2,0
1370.978,0.0,0.0,0.000,0.000,0,103.2,0
1371.006,0.0,0.0,0.000,0.000,0,103.2,0
1371.033,0.0,0.0,0.000,0.000,0,103.2,0
1371.060,0.0,0.0,0.000,0.000,0,103.2,0
1371.088,0.0,0.0,0.000,0.000,0,103.2,0
1371.117,0.0,0.0,0.000,0.000,0,103.2,0
1371.146,0.0,0.0,0.000,0.000,0,103.2,0
1371.174,0.0,0.0,0.000,0.000,0,103.2,0
1371.201,0.0,0.0,0.000,0.000,0,103.2,0
1371.228,0.0,0.0,0.000,0.000,0,103.2,0
1371.256,0.0,0.0,0.000,0.000,0,103.2,0
1371.285,0.0,0.0,0.000,0.000,0,103.2,0
1371.314,0.0,0.0,0.000,0.000,0,103.2,0
1371.342,0.0,0.0,0.000,0.000,0,103.2,0
1371.370,0.0,0.0,0.000,0.000,0,103.2,0
1371.397,0.0,0.0,0.000,0.000,0,103.2,0
1371.424,0.0,0.0,0.000,0.000,0,103.2,0
1371.454,0.0,0.0,0.000,0.000,0,103.2,0
1371.485,0.0,0.0,0.000,0.000,0,103.2,0
1371.515,0.0,0.0,0.000,0.000,0,103.2,0
1371.543,0.0,0.0,0.000,0.000,0,103.2,0
1371.571,0.0,0.0,0.000,0.000,0,103.2,0
1371.598,0.0,0.0,0.000,0.000,0,103.2,0
1371.626,0.0,0.0,0.000,0.000,0,103.2,0
1371.653,0.0,0.0,0.000,0.000,0,103.2,0
1371.681,0.0,0.0,0.000,0.000,0,103.2,0
1371.709,0.0,0.0,0.000,0.000,0,103.2,0
1371.737,0.0,0.0,0.000,0.000,0,103.2,0
1371.765,0.0,0.0,0.000,0.000,0,103.2,0
1371.792,0.0,0.0,0.000,0.000,0,103.2,0
1371.820,0.0,0.0,0.000,0.000,0,103.2,0
1371.848,0.0,0.0,0.000,0.000,0,103.2,0
1371.876,0.0,0.0,0.000,0.000,0,103.2,0
1371.904,0.0,0.0,0.000,0.000,0,103.2,0
1371.931,0.0,0.0,0.000,0.000,0,103.2,0
1371.958,0.0,0.0,0.000,0.000,0,103.2,0
1371.986,0.0,0.0,0.000,0.000,0,103.2,0
1372.013,0.0,0.0,0.000,0.000,0,103.2,0
1372.041,0.0,0.0,0.000,0.000,0,103.2,0
1372.069,0.0,0.0,0.000,0.000,0,103.2,0
1372.097,0.0,0.0,0.000,0.000,0,103.2,0
1372.125,0.0,0.0,0.000,0.000,0,103.2,0
1372.152,0.0,0.0,0.000,0.000,0,103.2,0
1372.181,0.0,0.0,0.000,0.000,0,103.2,0
1372.208,0.0,0.0,0.000,0.000,0,103.2,0
1372.236,0.0,0.0,0.000,0.000,0,103.2,0
1372.263,0.0,0.0,0.000,0.000,0,103.2,0
1372.290,0.0,0.0,0.000,0.000,0,103.2,0
1372.319,0.0,0.0,0.000,0.000,0,103.2,0
1372.348,0.0,0.0,0.000,0.000,0,103.2,0
1372.376,0.0,0.0,0.000,0.000,0,103.2,0
1372.403,0.0,0.0,0.000,0.000,0,103.2,0
1372.431,0.0,0.0,0.000,0.000,0,103.2,0
1372.458,0.0,0.0,0.000,0.000,0,103.2,0
1372.486,0.0,0.0,0.000,0.000,0,103.2,0
1372.514,0.0,0.0,0.000,0.000,0,103.2,0
1372.541,0.0,0.0,0.000,0.000,0,103.2,0
1372.569,0.0,0.0,0.000,0.000,0,103.2,0
1372.596,0.0,0.0,0.000,0.000,0,103.2,0
1372.623,0.0,0.0,0.000,0.000,0,103.2,0
1372.651,0.0,0.0,0.000,0.000,0,103.2,0
1372.678,0.0,0.0,0.000,0.000,0,103.2,0
1372.711,0.0,0.0,0.000,0.000,0,103.2,0
1372.740,0.0,0.0,0.000,0.000,0,103.2,0
1372.767,0.0,0.0,0.000,0.000,0,103.2,0
1372.795,0.0,0.0,0.000,0.000,0,103.2,0
1372.822,0.0,0.0,0.000,0.000,0,103.2,0
1372.851,0.0,0.0,0.000,0.000,0,103.2,0
1372.879,0.0,0.0,0.000,0.000,0,103.2,0
1372.907,0.0,0.0,0.000,0.000,0,103.2,0
1372.935,0.0,0.0,0.000,0.000,0,103.2,0
1372.962,0.0,0.0,0.000,0.000,0,103.2,0
1372.990,0.0,0.0,0.000,0.000,0,103.2,0
1373.018,0.0,0.0,0.000,0.000,0,103.2,0
1373.045,0.0,0.0,0.000,0.000,0,103.2,0
1373.072,0.0,0.0,0.000,0.000,0,103.2,0
1373.100,0.0,0.0,0.000,0.000,0,103.2,0
1373.128,0.0,0.0,0.000,0.000,0,103.2,0
1373.155,0.0,0.0,0.000,0.000,0,103.2,0
1373.182,0.0,0.0,0.000,0.000,0,103.2,0
1373.209,0.0,0.0,0.000,0.000,0,103.2,0
1373.238,0.0,0.0,0.000,0.000,0,103.2,0
1373.266,0.0,0.0,0.000,0.000,0,103.2,0
1373.294,0.0,0.0,0.000,0.000,0,103.2,0
1373.323,0.0,0.0,0.000,0.000,0,103.2,0
1373.350,0.0,0.0,0.000,0.000,0,103.2,0
1373.378,0.0,0.0,0.000,0.000,0,103.2,0
1373.405,0.0,0.0,0.000,0.000,0,103.2,0
1373.432,0.0,0.0,0.000,0.000,0,103.2,0
1373.461,0.0,0.0,0.000,0.000,0,103.2,0
1373.488,0.0,0.0,0.000,0.000,0,103.2,0
1373.517,0.0,0.0,0.000,0.000,0,103.2,0
1373.544,0.0,0.0,0.000,0.000,0,103.2,0
1373.571,0.0,0.0,0.000,0.000,0,103.2,0
1373.599,0.0,0.0,0.000,0.000,0,103.2,0
1373.627,0.0,0.0,0.000,0.000,0,103.2,0
1373.655,0.0,0.0,0.000,0.000,0,103.2,0
1373.682,0.0,0.0,0.000,0.000,0,103.2,0
1373.710,0.0,0.0,0.000,0.000,0,103.2,0
1373.737,0.0,0.0,0.000,0.000,0,103.2,0
1373.764,0.0,0.0,0.000,0.000,0,103.2,0
1373.792,0.0,0.0,0.000,0.000,0,103.2,0
1373.819,0.0,0.0,0.000,0.000,0,103.2,0
1373.846,0.0,0.0,0.000,0.000,0,103.2,0
1373.874,0.0,0.0,0.000,0.000,0,103.2,0
1373.902,0.0,0.0,0.000,0.000,0,103.2,0
1373.929,0.0,0.0,0.000,0.000,0,103.2,0
1373.956,0.0,0.0,0.000,0.000,0,103.2,0
1373.983,0.0,0.0,0.000,0.000,0,103.2,0
1374.011,0.0,0.0,0.000,0.000,0,103.2,0
1374.038,0.0,0.0,0.000,0.000,0,103.2,0
1374.066,0.0,0.0,0.000,0.000,0,103.2,0
1374.094,0.0,0.0,0.000,0.000,0,103.2,0
1374.123,0.0,0.0,0.000,0.000,0,103.2,0
1374.150,0.0,0.0,0.000,0.000,0,103.2,0
1374.178,0.0,0.0,0.000,0.000,0,103.2,0
1374.206,0.0,0.0,0.000,0.000,0,103.2,0
1374.235,0.0,0.0,0.000,0.000,0,103.2,0
1374.263,0.0,0.0,0.000,0.000,0,103.2,0
1374.290,0.0,0.0,0.000,0.000,0,103.2,0
1374.318,0.0,0.0,0.000,0.000,0,103.2,0
1374.346,0.0,0.0,0.000,0.000,0,103.2,0
1374.373,0.0,0.0,0.000,0.000,0,103.2,0
1374.400,0.0,0.0,0.000,0.000,0,103.2,0
1374.429,0.0,0.0,0.000,0.000,0,103.2,0
1374.457,0.0,0.0,0.000,0.000,0,103.2,0
1374.484,0.0,0.0,0.000,0.000,0,103.2,0
1374.512,0.0,0.0,0.000,0.000,0,103.2,0
1374.540,0.0,0.0,0.000,0.000,0,103.2,0
1374.567,0.0,0.0,0.000,0.000,0,103.2,0
1374.595,0.0,0.0,0.000,0.000,0,103.2,0
1374.622,0.0,0.0,0.000,0.000,0,103.2,0
1374.650,0.0,0.0,0.000,0.000,0,103.2,0
1374.677,0.0,0.0,0.000,0.000,0,103.2,0
1374.705,0.0,0.0,0.000,0.000,0,103.2,0
1374.732,0.0,0.0,0.000,0.000,0,103.2,0
1374.760,0.0,0.0,0.000,0.000,0,103.2,0
1374.787,0.0,0.0,0.000,0.000,0,103.2,0
1374.815,0.0,0.0,0.000,0.000,0,103.2,0
1374.842,0.0,0.0,0.000,0.000,0,103.2,0
1374.870,0.0,0.0,0.000,0.000,0,103.2,0
1374.899,0.0,0.0,0.000,0.000,0,103.2,0
1374.926,0.0,0.0,0.000,0.000,0,103.2,0
1374.953,0.0,0.0,0.000,0.000,0,103.2,0
1374.981,0.0,0.0,0.000,0.000,0,103.2,0
1375.009,0.0,0.0,0.000,0.000,0,103.2,0
1375.036,0.0,0.0,0.000,0.000,0,103.2,0
1375.064,0.0,0.0,0.000,0.000,0,103.2,0
1375.094,0.0,0.0,0.000,0.000,0,103.2,0
1375.123,0.0,0.0,0.000,0.000,0,103.2,0
1375.150,0.0,0.0,0.000,0.000,0,103.2,0
1375.177,0.0,0.0,0.000,0.000,0,103.2,0
1375.204,0.0,0.0,0.000,0.000,0,103.2,0
1375.233,0.0,0.0,0.000,0.000,0,103.2,0
1375.260,0.0,0.0,0.000,0.000,0,103.2,0
1375.287,0.0,0.0,0.000,0.000,0,103.2,0
1375.315,0.0,0.0,0.000,0.000,0,103.2,0
1375.345,0.0,0.0,0.000,0.000,0,103.2,0
1375.374,0.0,0.0,0.000,0.000,0,103.2,0
1375.401,0.0,0.0,0.000,0.000,0,103.2,0
1375.430,0.0,0.0,0.000,0.000,0,103.2,0
1375.457,0.0,0.0,0.000,0.000,0,103.2,0
1375.485,0.0,0.0,0.000,0.000,0,103.2,0
1375.513,0.0,0.0,0.000,0.000,0,103.2,0
1375.540,0.0,0.0,0.000,0.000,0,103.2,0
1375.567,0.0,0.0,0.000,0.000,0,103.2,0
1375.595,0.0,0.0,0.000,0.000,0,103.2,0
1375.622,0.0,0.0,0.000,0.000,0,103.2,0
1375.650,0.0,0.0,0.000,0.000,0,103.2,0
1375.677,0.0,0.0,0.000,0.000,0,103.2,0
1375.705,0.0,0.0,0.000,0.000,0,103.2,0
1375.733,0.0,0.0,0.000,0.000,0,103.2,0
1375.760,0.0,0.0,0.000,0.000,0,103.2,0
1375.787,0.0,0.0,0.000,0.000,0,103.2,0
1375.815,0.0,0.0,0.000,0.000,0,103.2,0
1375.845,0.0,0.0,0.000,0.000,0,103.2,0
1375.873,0.0,0.0,0.000,0.000,0,103.2,0
1375.901,0.0,0.0,0.000,0.000,0,103.2,0
1375.929,0.0,0.0,0.000,0.000,0,103.2,0
1375.956,0.0,0.0,0.000,0.000,0,103.2,0
1375.984,0.0,0.0,0.000,0.000,0,103.2,0
1376.012,0.0,0.0,0.000,0.000,0,103.2,0
1376.042,0.0,0.0,0.000,0.000,0,103.2,0
1376.069,0.0,0.0,0.000,0.000,0,103.2,0
1376.097,0.0,0.0,0.000,0.000,0,103.2,0
1376.125,0.0,0.0,0.000,0.000,0,103.2,0
1376.153,0.0,0.0,0.000,0.000,0,103.2,0
1376.182,0.0,0.0,0.000,0.000,0,103.2,0
1376.210,0.0,0.0,0.000,0.000,0,103.2,0
1376.239,0.0,0.0,0.000,0.000,0,103.2,0
1376.267,0.0,0.0,0.000,0.000,0,103.2,0
1376.294,0.0,0.0,0.000,0.000,0,103.2,0
1376.324,0.0,0.0,0.000,0.000,0,103.2,0
1376.351,0.0,0.0,0.000,0.000,0,103.2,0
1376.378,0.0,0.0,0.000,0.000,0,103.2,0
1376.405,0.0,0.0,0.000,0.000,0,103.2,0
1376.433,0.0,0.0,0.000,0.000,0,103.2,0
1376.461,0.0,0.0,0.000,0.000,0,103.2,0
1376.489,0.0,0.0,0.000,0.000,0,103.2,0
1376.517,0.0,0.0,0.000,0.000,0,103.2,0
1376.547,0.0,0.0,0.000,0.000,0,103.2,0
1376.577,0.0,0.0,0.000,0.000,0,103.2,0
1376.606,0.0,0.0,0.000,0.000,0,103.2,0
1376.634,0.0,0.0,0.000,0.000,0,103.2,0
1376.663,0.0,0.0,0.000,0.000,0,103.2,0
1376.690,0.0,0.0,0.000,0.000,0,103.2,0
1376.719,0.0,0.0,0.000,0.000,0,103.2,0
1376.746,0.0,0.0,0.000,0.000,0,103.2,0
1376.773,0.0,0.0,0.000,0.000,0,103.2,0
1376.800,0.0,0.0,0.000,0.000,0,103.2,0
1376.827,0.0,0.0,0.000,0.000,0,103.2,0
1376.855,0.0,0.0,0.000,0.000,0,103.2,0
1376.882,0.0,0.0,0.000,0.000,0,103.2,0
1376.910,0.0,0.0,0.000,0.000,0,103.2,0
1376.940,0.0,0.0,0.000,0.000,0,103.2,0
1376.969,0.0,0.0,0.000,0.000,0,103.2,0
1376.999,0.0,0.0,0.000,0.000,0,103.2,0
1377.027,0.0,0.0,0.000,0.000,0,103.2,0
1377.055,0.0,0.0,0.000,0.000,0,103.2,0
1377.085,0.0,0.0,0.000,0.000,0,103.2,0
1377.113,0.0,0.0,0.000,0.000,0,103.2,0
1377.142,0.0,0.0,0.000,0.000,0,103.2,0
1377.171,0.0,0.0,0.000,0.000,0,103.2,0
1377.199,0.0,0.0,0.000,0.000,0,103.2,0
1377.227,0.0,0.0,0.000,0.000,0,103.2,0
1377.254,0.0,0.0,0.000,0.000,0,103.2,0
1377.282,0.0,0.0,0.000,0.000,0,103.2,0
1377.310,0.0,0.0,0.000,0.000,0,103.2,0
1377.338,0.0,0.0,0.000,0.000,0,103.2,0
1377.365,0.0,0.0,0.000,0.000,0,103.2,0
1377.393,0.0,0.0,0.000,0.000,0,103.2,0
