time,turnAngle,speed2d,alpha,alphaTarget,bRight,actorYaw,smState,futSpd,futDot,blockT
774.601,-2.4,450.0,1.000,1.000,1,-94.5,3,450,0.08,0.00
774.631,-1.7,450.0,1.000,1.000,1,-94.5,3,450,0.08,0.00
774.660,-1.3,450.0,1.000,1.000,1,-94.6,3,450,0.08,0.00
774.691,-1.0,450.0,1.000,1.000,1,-94.8,3,450,0.08,0.00
774.721,-0.8,450.0,1.000,1.000,1,-94.9,3,450,0.09,0.00
774.752,-0.6,450.0,1.000,1.000,1,-94.9,3,450,0.09,0.00
774.782,-0.5,450.0,1.000,1.000,1,-95.0,3,450,0.09,0.00
774.813,-0.3,450.0,1.000,1.000,1,-95.0,3,450,0.09,0.00
774.844,-0.2,450.0,1.000,1.000,1,-95.0,3,450,0.09,0.00
774.873,-0.2,450.0,1.000,1.000,1,-95.0,3,450,0.09,0.00
774.903,-0.1,450.0,1.000,1.000,1,-95.0,3,450,0.09,0.00
774.935,-0.1,450.0,1.000,1.000,1,-95.0,3,450,0.09,0.00
774.966,-0.1,450.0,1.000,1.000,1,-95.0,3,450,0.09,0.00
774.996,-0.0,450.0,1.000,1.000,1,-95.0,1,450,0.09,0.00
775.025,-0.0,450.0,1.000,1.000,1,-95.0,1,450,0.09,0.00
775.055,-0.0,450.0,1.000,1.000,1,-95.0,1,450,0.09,0.00
775.085,0.2,450.0,1.000,1.000,1,-94.8,1,450,0.08,0.00
775.116,0.3,450.0,1.000,1.000,1,-94.5,1,450,0.08,0.00
775.147,0.4,450.0,1.000,1.000,1,-94.2,1,450,0.07,0.00
775.176,0.4,450.0,1.000,1.000,1,-94.1,1,450,0.07,0.00
775.206,0.5,450.0,1.000,1.000,1,-93.8,1,450,0.07,0.00
775.237,0.4,450.0,1.000,1.000,1,-93.7,1,450,0.06,0.00
775.266,0.4,450.0,1.000,1.000,1,-93.5,1,450,0.06,0.00
775.296,0.8,450.0,1.000,1.000,1,-92.8,1,450,0.05,0.00
775.327,1.1,450.0,1.000,1.000,1,-92.0,1,450,0.03,0.00
775.357,0.9,450.0,1.000,1.000,1,-91.9,1,450,0.03,0.00
775.388,0.6,450.0,1.000,1.000,1,-91.9,1,450,0.03,0.00
775.418,0.4,450.0,1.000,1.000,1,-91.9,1,450,0.03,0.00
775.450,0.5,450.0,1.000,1.000,1,-91.6,1,450,0.03,0.00
775.481,0.9,450.0,1.000,1.000,1,-90.8,1,450,0.01,0.00
775.512,3.2,450.0,1.000,1.000,1,-87.1,1,450,-0.05,0.00
775.544,4.9,450.0,1.000,1.000,1,-83.1,1,450,-0.12,0.00
775.574,6.2,450.0,1.000,1.000,1,-79.1,1,450,-0.19,0.00
775.604,7.2,450.0,1.000,1.000,1,-75.1,1,450,-0.26,0.00
775.635,8.1,450.0,1.000,1.000,1,-70.8,1,450,-0.33,0.00
775.666,9.2,450.0,1.000,1.000,1,-65.5,1,450,-0.41,0.00
775.697,9.5,450.0,1.000,1.000,1,-61.1,1,450,-0.48,0.00
775.728,11.1,450.0,1.000,1.000,1,-54.5,1,450,-0.58,0.00
775.759,13.3,450.0,1.000,1.000,1,-46.6,1,450,-0.69,0.00
775.789,45.8,364.7,1.000,1.000,1,-39.3,1,450,-0.77,0.00
775.819,56.5,341.8,1.000,1.000,1,-32.1,1,450,-0.85,0.00
775.851,68.8,299.9,1.000,1.000,1,-21.1,1,450,-0.93,0.00
775.881,81.9,241.6,1.000,1.000,1,-7.9,1,450,-0.99,0.00
775.913,96.3,169.2,1.000,1.000,1,6.7,3,450,-0.99,0.00
775.944,109.0,99.5,1.000,1.000,0,20.6,3,445,-0.94,0.00
775.974,116.7,45.3,1.000,1.000,0,29.2,3,432,-0.87,0.00
776.005,109.9,4.8,0.133,1.000,0,37.6,2,423,-0.79,0.80
776.037,-42.1,24.7,0.015,1.000,0,45.6,3,429,-0.70,0.80
776.068,-40.0,51.6,0.002,1.000,0,50.0,3,437,-0.64,0.80
776.099,-32.4,80.5,0.000,1.000,0,57.4,3,446,-0.54,0.77
776.129,-26.8,111.4,0.000,1.000,0,63.2,3,450,-0.45,0.74
776.161,-21.9,144.2,0.000,1.000,0,68.0,3,450,-0.37,0.71
776.192,-15.3,178.8,0.000,1.000,0,74.5,3,450,-0.27,0.68
776.222,-8.5,214.4,0.000,1.000,0,81.3,3,450,-0.15,0.65
776.254,-3.1,252.3,0.000,1.000,0,86.8,3,450,-0.06,0.61
776.285,-1.0,289.5,0.000,1.000,0,89.0,3,450,-0.02,0.58
776.315,-0.6,326.2,0.000,1.000,0,89.4,3,450,-0.01,0.55
776.346,-0.0,362.2,0.000,1.000,0,90.0,3,450,-0.00,0.52
776.375,1.4,398.1,0.000,1.000,0,92.0,3,450,0.04,0.49
776.406,2.3,435.1,0.000,1.000,0,94.0,3,450,0.07,0.46
776.436,3.8,450.0,0.000,1.000,0,97.1,3,450,0.12,0.43
776.467,5.6,450.0,0.000,1.000,0,101.3,3,450,0.20,0.40
776.497,6.4,450.0,0.000,1.000,0,104.9,3,450,0.26,0.37
776.529,6.2,450.0,0.000,1.000,0,107.5,3,450,0.30,0.34
776.560,5.3,450.0,0.000,1.000,0,108.9,3,450,0.32,0.31
776.589,3.8,450.0,0.000,1.000,0,108.9,3,450,0.32,0.28
776.621,2.6,450.0,0.000,1.000,0,108.9,3,450,0.32,0.25
776.651,1.8,450.0,0.000,1.000,0,108.9,3,450,0.32,0.22
776.681,1.3,450.0,0.000,1.000,0,108.9,3,450,0.32,0.19
776.711,0.9,450.0,0.000,0.000,0,108.9,3,450,0.00,0.16
776.741,0.6,450.0,0.000,0.000,0,108.9,3,450,0.00,0.13
776.771,0.4,450.0,0.000,0.000,0,108.9,3,450,0.00,0.10
776.801,-0.7,450.0,0.000,0.000,0,107.4,3,450,0.00,0.07
776.831,-3.3,450.0,0.000,0.000,0,103.5,3,450,0.00,0.04
776.861,-8.6,450.0,0.000,0.000,0,94.5,3,450,0.00,0.01
776.893,-11.7,450.0,0.000,0.000,0,86.1,3,450,0.00,0.00
776.923,-13.4,450.0,0.000,0.000,0,78.7,3,450,0.00,0.00
776.954,-12.4,450.0,0.000,0.000,0,74.3,3,450,0.00,0.00
776.986,-11.3,450.0,0.000,0.000,0,70.3,3,450,0.00,0.00
777.016,-9.3,450.0,0.000,0.000,0,68.4,3,450,0.00,0.00
777.046,-6.5,450.0,0.000,0.000,0,68.4,3,450,0.00,0.00
777.076,-4.6,450.0,0.000,0.000,0,68.4,3,450,0.00,0.00
777.106,-3.1,450.0,0.000,0.000,0,68.5,3,450,0.00,0.00
777.136,-1.4,450.0,0.000,0.000,0,69.6,3,450,0.00,0.00
777.166,1.3,450.0,0.000,1.000,0,73.0,3,450,-0.29,0.00
777.197,6.6,450.0,0.154,1.000,0,81.1,3,450,-0.15,0.00
777.227,8.5,450.0,0.285,1.000,0,86.7,3,450,-0.06,0.00
777.258,7.6,450.0,0.393,1.000,0,89.1,3,450,-0.02,0.00
777.290,5.5,450.0,0.490,1.000,0,89.5,3,450,-0.01,0.00
777.321,4.0,450.0,0.570,1.000,0,89.8,3,450,-0.00,0.00
777.352,3.3,450.0,0.636,1.000,0,90.6,3,450,0.01,0.00
777.382,3.1,450.0,0.691,1.000,0,91.7,3,450,0.03,0.00
777.413,3.8,450.0,0.739,1.000,0,94.1,3,450,0.07,0.00
777.444,3.9,450.0,0.779,1.000,0,95.8,3,450,0.10,0.00
777.475,3.1,450.0,0.813,1.000,0,96.4,3,450,0.11,0.00
777.506,2.5,450.0,0.842,1.000,0,97.0,3,450,0.12,0.00
777.537,1.9,450.0,0.867,1.000,0,97.1,3,450,0.12,0.00
777.568,1.3,450.0,0.887,1.000,0,97.1,3,450,0.12,0.00
777.599,0.9,450.0,0.905,1.000,0,97.1,3,450,0.12,0.00
777.628,0.6,450.0,0.919,1.000,0,97.1,3,450,0.12,0.00
777.658,0.4,450.0,0.931,1.000,0,97.1,3,450,0.12,0.00
777.689,0.3,450.0,0.941,1.000,0,97.1,3,450,0.12,0.00
777.719,0.3,450.0,0.950,1.000,0,97.2,3,450,0.13,0.00
777.749,0.2,450.0,0.958,1.000,0,97.2,3,450,0.13,0.00
777.779,-0.0,450.0,0.964,0.000,0,97.0,3,450,0.00,0.00
777.810,-0.0,450.0,0.723,0.000,0,97.0,3,450,0.00,0.00
777.840,-0.0,450.0,0.549,0.000,0,97.0,3,450,0.00,0.00
777.870,-0.0,450.0,0.417,0.000,0,97.0,3,450,0.00,0.00
777.901,0.1,450.0,0.313,0.000,0,97.1,3,450,0.00,0.00
777.932,0.4,450.0,0.236,0.000,0,97.5,3,450,0.00,0.00
777.963,0.7,450.0,0.178,0.000,0,98.2,3,450,0.00,0.00
777.994,0.7,450.0,0.134,0.000,0,98.5,3,450,0.00,0.00
778.025,0.5,450.0,0.101,0.000,0,98.5,3,450,0.00,0.00
778.054,0.4,450.0,0.077,0.000,0,98.5,3,450,0.00,0.00
778.085,-0.7,450.0,0.058,0.000,0,97.2,3,450,0.00,0.00
778.116,-4.2,450.0,0.044,0.000,0,91.8,1,450,0.00,0.00
778.147,-7.0,450.0,0.033,0.000,0,86.0,1,450,0.00,0.00
778.178,-9.1,450.0,0.025,0.000,0,79.9,1,450,0.00,0.00
778.209,-11.1,450.0,0.019,0.000,0,73.0,1,450,0.00,0.00
778.239,-10.3,450.0,0.014,0.000,0,69.5,1,450,0.00,0.00
778.269,-9.5,450.0,0.011,0.000,0,66.2,1,450,0.00,0.00
778.300,-9.5,450.0,0.008,0.000,0,62.1,1,450,0.00,0.00
778.333,-9.2,450.0,0.006,0.000,0,57.9,1,450,0.00,0.00
778.365,-8.9,450.0,0.004,0.000,0,54.2,1,450,0.00,0.00
778.395,-8.7,450.0,0.003,1.000,0,50.8,1,450,-0.63,0.00
778.426,-8.3,450.0,0.158,1.000,0,47.6,1,450,-0.67,0.00
778.457,-9.2,450.0,0.288,1.000,0,42.7,1,450,-0.73,0.00
778.487,-34.9,347.9,0.397,1.000,0,40.7,1,450,-0.76,0.00
778.519,-48.2,333.6,0.493,1.000,0,40.5,1,450,-0.76,0.00
778.549,-48.1,329.5,0.569,1.000,0,40.8,1,450,-0.76,0.00
778.579,-46.7,329.1,0.634,1.000,0,43.2,1,450,-0.73,0.00
778.610,-41.9,335.6,0.690,1.000,0,47.9,1,450,-0.67,0.00
778.641,-36.4,349.0,0.738,1.000,0,53.4,1,450,-0.60,0.00
778.671,-29.3,369.4,0.777,1.000,0,60.4,1,450,-0.49,0.00
778.701,-22.5,396.2,0.811,1.000,0,67.3,1,450,-0.38,0.00
778.733,-16.4,428.8,0.841,1.000,0,73.4,1,450,-0.29,0.00
778.764,-12.5,448.9,0.866,1.000,0,77.4,1,450,-0.22,0.00
778.794,-8.5,449.5,0.886,1.000,0,81.4,1,450,-0.15,0.00
778.825,-5.6,449.8,0.903,1.000,0,84.3,1,450,-0.10,0.00
778.856,-2.8,449.9,0.918,1.000,0,87.1,1,450,-0.05,0.00
778.887,-0.1,450.0,0.931,1.000,0,89.8,1,450,-0.00,0.00
778.918,1.9,450.0,0.942,1.000,0,92.6,1,450,0.05,0.00
778.949,3.4,450.0,0.951,1.000,0,95.6,1,450,0.10,0.00
778.981,4.2,450.0,0.959,1.000,0,98.3,1,450,0.14,0.00
779.012,5.8,450.0,0.965,1.000,0,102.4,1,450,0.21,0.00
779.042,4.8,450.0,0.970,1.000,0,103.5,1,450,0.23,0.00
779.073,4.3,450.0,0.975,1.000,0,105.0,1,450,0.26,0.00
779.103,4.2,450.0,0.979,1.000,0,106.7,1,450,0.29,0.00
779.135,3.8,450.0,0.982,1.000,0,107.9,1,450,0.31,0.00
779.166,3.1,450.0,0.985,1.000,0,108.7,1,450,0.32,0.00
779.197,2.7,450.0,0.987,1.000,0,109.4,1,450,0.33,0.00
779.227,2.0,450.0,0.989,1.000,0,109.5,1,450,0.33,0.00
779.257,1.4,450.0,0.991,0.000,0,109.5,1,450,0.00,0.00
779.287,1.0,450.0,0.751,0.000,0,109.5,1,450,0.00,0.00
779.318,0.3,450.0,0.567,0.000,0,109.0,1,450,0.00,0.00
779.348,-0.6,450.0,0.430,0.000,0,107.8,1,450,0.00,0.00
779.378,-1.2,450.0,0.327,0.000,0,106.7,1,450,0.00,0.00
779.408,-2.8,450.0,0.248,0.000,0,104.0,1,450,0.00,0.00
779.438,-3.6,450.0,0.188,0.000,0,101.6,1,450,0.00,0.00
779.469,-4.9,450.0,0.142,0.000,0,98.1,1,450,0.00,0.00
779.500,-4.8,450.0,0.107,0.000,0,96.1,1,450,0.00,0.00
779.532,-5.2,450.0,0.080,0.000,0,93.4,1,450,0.00,0.00
779.562,-5.8,450.0,0.060,0.000,0,90.3,1,450,0.00,0.00
779.593,-6.6,450.0,0.045,0.000,0,86.6,1,450,0.00,0.00
779.623,-6.2,450.0,0.034,0.000,0,84.4,1,450,0.00,0.00
779.654,-6.4,450.0,0.026,0.000,0,81.3,1,450,0.00,0.00
779.685,-7.0,450.0,0.020,0.000,0,77.7,1,450,0.00,0.00
779.716,-6.8,450.0,0.015,0.000,0,74.9,1,450,0.00,0.00
779.747,-7.6,450.0,0.011,0.000,0,70.8,1,450,0.00,0.00
779.777,-8.3,450.0,0.008,0.000,0,66.6,1,450,0.00,0.00
779.808,-9.4,450.0,0.006,0.000,0,61.4,1,450,0.00,0.00
779.839,-11.4,450.0,0.005,0.000,0,54.5,1,450,0.00,0.00
779.870,-11.5,450.0,0.004,0.000,0,49.2,1,450,0.00,0.00
779.903,-10.9,450.0,0.003,0.000,0,44.7,1,450,0.00,0.00
779.935,-9.4,450.0,0.002,0.000,0,41.7,1,450,0.00,0.00
779.966,-7.0,450.0,0.001,1.000,0,41.1,1,450,-0.75,0.00
779.996,-5.1,450.0,0.150,1.000,0,40.9,1,450,-0.76,0.00
780.026,-42.4,316.0,0.278,1.000,0,39.4,1,450,-0.77,0.00
780.057,-52.0,303.0,0.391,1.000,0,35.8,1,450,-0.81,0.00
780.087,-64.5,276.1,0.483,1.000,0,25.1,1,450,-0.91,0.00
780.118,-78.1,229.3,0.563,1.000,1,11.8,1,450,-0.98,0.00
780.149,-91.8,169.2,0.630,1.000,1,-2.3,3,450,-1.00,0.00
780.180,-105.7,104.5,0.688,1.000,1,-16.5,3,447,-0.96,0.00
780.210,-116.4,48.9,0.735,1.000,1,-29.5,3,433,-0.87,0.00
780.242,-115.1,4.4,0.777,1.000,1,-40.1,2,423,-0.76,0.00
780.273,37.4,26.3,0.812,1.000,1,-49.4,3,430,-0.65,0.00
780.305,32.6,56.9,0.841,1.000,1,-57.4,3,439,-0.54,0.00
780.336,26.6,88.5,0.866,1.000,1,-63.2,3,449,-0.45,0.00
780.367,21.2,121.6,0.887,1.000,1,-68.8,3,450,-0.36,0.00
780.397,15.4,155.8,0.904,1.000,1,-74.5,3,450,-0.27,0.00
780.428,10.0,191.3,0.919,1.000,1,-79.8,3,450,-0.18,0.00
780.458,6.5,227.2,0.931,1.000,1,-83.4,3,450,-0.12,0.00
780.489,2.0,264.1,0.942,1.000,1,-87.8,3,450,-0.04,0.00
780.520,-0.0,301.2,0.951,1.000,1,-90.0,3,450,-0.00,0.00
780.550,-0.8,337.9,0.958,1.000,1,-91.1,3,450,0.02,0.00
780.582,-2.2,375.8,0.965,1.000,1,-93.7,3,450,0.06,0.00
780.613,-4.2,411.9,0.970,1.000,1,-97.5,3,450,0.13,0.00
780.642,-5.1,446.7,0.975,1.000,1,-100.6,3,450,0.18,0.00
780.673,-3.8,450.0,0.978,1.000,1,-101.0,3,450,0.19,0.00
780.704,-2.7,450.0,0.982,1.000,1,-101.0,3,450,0.19,0.00
780.735,-1.8,450.0,0.985,1.000,1,-101.0,3,450,0.19,0.00
780.766,-1.3,450.0,0.987,1.000,1,-101.0,3,450,0.19,0.00
780.796,-0.9,450.0,0.989,1.000,1,-101.0,3,450,0.19,0.00
780.826,-0.6,450.0,0.991,1.000,1,-101.0,3,450,0.19,0.00
780.856,-0.4,450.0,0.992,1.000,1,-101.0,3,450,0.19,0.00
780.886,-0.3,450.0,0.993,1.000,1,-101.0,3,450,0.19,0.00
780.917,-0.2,450.0,0.994,1.000,1,-101.0,3,450,0.19,0.00
780.947,-0.2,450.0,0.995,1.000,1,-101.0,3,450,0.19,0.00
780.978,-0.1,450.0,0.996,1.000,1,-101.0,3,450,0.19,0.00
781.008,-0.1,450.0,0.997,0.000,1,-101.0,3,450,0.00,0.00
781.039,0.2,450.0,0.755,0.000,1,-100.6,3,450,-0.00,0.00
781.070,0.4,450.0,0.567,0.000,1,-100.3,3,450,-0.00,0.00
781.100,-0.2,450.0,0.430,0.000,1,-100.9,3,450,-0.00,0.00
781.130,-0.2,450.0,0.327,0.000,1,-101.0,3,450,0.00,0.00
781.161,-0.2,450.0,0.246,0.000,1,-101.1,3,450,-0.00,0.00
781.191,-0.3,450.0,0.188,0.000,1,-101.3,3,450,0.00,0.00
781.221,-0.6,450.0,0.142,0.000,1,-101.8,3,450,-0.00,0.00
781.251,-2.0,450.0,0.108,0.000,1,-104.1,3,450,-0.00,0.00
781.281,-3.0,450.0,0.082,0.000,1,-106.4,3,450,0.00,0.00
781.311,-3.0,450.0,0.063,0.000,1,-107.7,3,450,-0.00,0.00
781.342,-2.1,450.0,0.047,0.000,1,-107.7,3,450,0.00,0.00
781.375,-1.3,450.0,0.035,0.000,1,-107.5,3,450,0.00,0.00
781.406,0.1,450.0,0.026,0.000,1,-106.0,3,450,0.00,0.00
781.438,1.7,450.0,0.019,0.000,1,-103.7,3,450,0.00,0.00
781.470,4.4,450.0,0.014,0.000,1,-99.0,3,450,0.00,0.00
781.501,7.2,450.0,0.011,0.000,1,-92.9,3,450,0.00,0.00
781.532,8.2,450.0,0.008,0.000,1,-88.3,3,450,0.00,0.00
781.562,9.6,450.0,0.006,0.000,1,-82.8,3,450,0.00,0.00
781.593,9.1,450.0,0.005,0.000,1,-79.3,3,450,0.00,0.00
781.624,7.6,450.0,0.003,0.000,1,-77.6,3,450,0.00,0.00
781.654,6.2,450.0,0.003,0.000,1,-76.4,3,450,0.00,0.00
781.684,5.6,450.0,0.002,0.000,1,-74.5,3,450,0.00,0.00
781.716,5.2,450.0,0.002,0.000,1,-72.6,3,450,0.00,0.00
781.746,4.7,450.0,0.001,0.000,1,-71.1,3,450,0.00,0.00
781.776,3.8,450.0,0.001,0.000,1,-70.4,3,450,0.00,0.00
781.808,2.6,450.0,0.001,0.000,1,-70.4,3,450,0.00,0.00
781.838,1.8,450.0,0.000,0.000,1,-70.4,3,450,0.00,0.00
781.868,1.4,450.0,0.000,0.000,1,-70.3,3,450,0.00,0.00
781.899,1.0,450.0,0.000,0.000,1,-70.3,3,450,0.00,0.00
781.929,0.8,450.0,0.000,0.000,1,-70.2,3,450,0.00,0.00
781.962,1.2,450.0,0.000,0.000,1,-69.2,3,450,0.00,0.00
781.993,1.0,450.0,0.000,0.000,1,-68.9,3,450,0.00,0.00
782.023,0.7,450.0,0.000,0.000,1,-68.9,3,450,0.00,0.00
782.054,0.5,450.0,0.000,1.000,1,-68.9,3,450,-0.36,0.00
782.083,0.4,450.0,0.150,1.000,1,-68.9,3,450,-0.36,0.00
782.114,0.3,450.0,0.278,1.000,1,-68.9,3,450,-0.36,0.00
782.146,-0.0,450.0,0.395,1.000,1,-69.1,3,450,-0.36,0.00
782.177,-0.1,450.0,0.487,1.000,1,-69.3,3,450,-0.35,0.00
782.208,-0.7,450.0,0.568,1.000,1,-70.1,3,450,-0.34,0.00
782.238,17.3,423.0,0.634,1.000,1,-71.2,3,450,-0.32,0.00
782.269,15.6,447.5,0.689,1.000,1,-73.4,3,450,-0.29,0.00
782.301,13.0,448.4,0.740,1.000,1,-76.9,3,450,-0.23,0.00
782.332,9.9,449.4,0.779,1.000,1,-79.9,3,450,-0.17,0.00
782.363,7.1,449.6,0.814,1.000,1,-82.9,3,450,-0.12,0.00
782.394,4.9,449.8,0.842,1.000,1,-85.0,3,450,-0.09,0.00
782.424,1.0,450.0,0.867,1.000,1,-89.0,3,450,-0.02,0.00
782.456,-2.1,450.0,0.888,1.000,1,-93.0,3,450,0.05,0.00
782.487,-3.2,450.0,0.905,1.000,1,-95.4,3,450,0.09,0.00
782.519,-2.6,450.0,0.920,1.000,1,-96.0,3,450,0.10,0.00
782.550,-2.0,450.0,0.932,1.000,1,-96.3,3,450,0.11,0.00
782.581,-1.1,450.0,0.943,1.000,1,-95.9,3,450,0.10,0.00
782.611,0.9,450.0,0.952,1.000,1,-93.5,3,450,0.06,0.00
782.642,3.5,450.0,0.959,1.000,1,-89.5,3,450,-0.01,0.00
782.672,6.0,450.0,0.965,1.000,1,-84.4,1,450,-0.10,0.00
782.703,6.2,450.0,0.971,1.000,1,-81.4,1,450,-0.15,0.00
782.734,5.5,450.0,0.975,1.000,1,-79.7,1,450,-0.18,0.00
782.765,5.3,450.0,0.979,1.000,1,-77.6,1,450,-0.22,0.00
782.797,5.4,449.4,0.982,1.000,1,-75.7,1,450,-0.25,0.00
782.826,17.4,441.1,0.985,1.000,1,-72.6,1,450,-0.30,0.00
782.857,20.8,447.4,0.987,1.000,1,-69.2,1,450,-0.35,0.00
782.892,21.8,446.2,0.989,1.000,1,-68.2,1,450,-0.37,0.00
782.924,21.8,446.8,0.991,1.000,1,-68.2,1,450,-0.37,0.00
782.955,21.8,447.0,0.993,1.000,1,-68.2,1,450,-0.37,0.00
782.987,22.1,446.8,0.994,1.000,1,-67.9,1,450,-0.38,0.00
783.018,23.4,446.5,0.995,1.000,1,-66.6,1,450,-0.40,0.00
783.049,27.5,445.3,0.996,1.000,1,-62.4,1,450,-0.46,0.00
783.079,32.9,443.5,0.996,1.000,1,-57.0,1,450,-0.54,0.00
783.111,39.0,439.8,0.997,1.000,1,-51.0,1,450,-0.63,0.00
783.144,46.9,430.0,0.997,1.000,1,-43.0,1,450,-0.73,0.00
783.176,97.2,301.2,0.998,1.000,1,7.3,3,450,-0.99,0.00
783.208,100.2,204.8,0.115,1.000,1,10.2,3,450,-0.98,0.80
783.238,146.8,84.8,0.019,1.000,0,56.8,3,439,-0.55,0.80
783.270,148.6,11.4,0.002,1.000,0,58.6,3,423,-0.52,0.80
783.301,-30.6,25.4,0.000,1.000,0,59.4,3,430,-0.51,0.80
783.331,-30.6,56.4,0.000,1.000,0,59.4,3,439,-0.51,0.80
783.363,-30.6,87.2,0.000,1.000,0,59.4,3,448,-0.51,0.80
783.393,-30.6,115.5,0.000,1.000,0,59.4,3,450,-0.51,0.80
783.424,-30.6,142.9,0.000,1.000,0,59.4,3,450,-0.51,0.77
783.453,-30.6,168.5,0.000,1.000,0,59.4,3,450,-0.51,0.74
783.483,-30.6,193.8,0.000,1.000,0,59.4,3,450,-0.51,0.71
783.513,-30.6,217.9,0.000,1.000,0,59.4,3,450,-0.51,0.68
783.544,-30.6,242.4,0.000,1.000,0,59.4,3,450,-0.51,0.65
783.575,-30.6,266.2,0.000,1.000,0,59.4,3,450,-0.51,0.62
783.605,-30.6,288.5,0.000,1.000,0,59.4,3,450,-0.51,0.59
783.634,-30.6,309.5,0.000,1.000,0,59.4,3,450,-0.51,0.56
783.664,-30.6,329.7,0.000,1.000,0,59.4,3,450,-0.51,0.53
783.694,-30.4,349.9,0.000,1.000,0,59.5,3,450,-0.51,0.50
783.725,-29.3,371.1,0.000,1.000,0,60.6,3,450,-0.49,0.47
783.756,-27.2,393.7,0.000,1.000,0,62.8,3,450,-0.46,0.44
783.787,-25.6,418.0,0.000,1.000,0,64.3,3,450,-0.43,0.41
783.818,-23.5,443.6,0.000,1.000,0,66.5,3,450,-0.40,0.38
783.850,-21.7,446.9,0.000,1.000,0,68.2,3,450,-0.37,0.34
783.880,-20.0,447.6,0.000,1.000,0,70.0,3,450,-0.34,0.31
783.911,-19.3,447.6,0.000,1.000,0,70.7,3,450,-0.33,0.28
783.944,-19.1,447.4,0.000,1.000,0,70.8,3,450,-0.33,0.25
783.978,-19.1,447.4,0.000,1.000,0,70.8,3,450,-0.33,0.22
784.008,-19.1,447.7,0.000,1.000,0,70.8,3,450,-0.33,0.18
784.039,-19.2,447.8,0.000,1.000,0,70.8,3,450,-0.33,0.15
784.069,-19.0,447.9,0.000,1.000,0,71.0,3,450,-0.33,0.12
784.099,-19.0,447.8,0.000,1.000,0,71.0,3,450,-0.33,0.09
784.129,-19.0,447.8,0.000,1.000,0,71.0,3,450,-0.33,0.06
784.158,-19.0,447.9,0.000,1.000,0,71.0,3,450,-0.33,0.03
784.188,-19.0,447.8,0.150,1.000,0,71.0,3,450,-0.33,0.00
784.218,-19.0,447.9,0.275,1.000,0,71.0,3,450,-0.33,0.00
784.248,-19.0,447.8,0.385,1.000,0,71.0,3,450,-0.33,0.00
784.279,-19.0,447.7,0.481,1.000,0,71.0,3,450,-0.33,0.00
784.309,-19.0,447.9,0.558,1.000,0,71.0,3,450,-0.33,0.00
784.340,-19.0,447.7,0.627,1.000,0,71.0,3,450,-0.33,0.00
784.370,-19.0,447.8,0.683,1.000,0,71.0,3,450,-0.33,0.00
784.400,-19.0,447.8,0.730,1.000,0,71.0,3,450,-0.33,0.00
784.431,-19.0,447.8,0.771,1.000,0,71.0,3,450,-0.33,0.00
784.464,-19.0,447.4,0.809,1.000,0,71.0,3,450,-0.33,0.00
784.494,-19.0,447.7,0.838,1.000,0,71.0,3,450,-0.33,0.00
784.525,-19.0,447.7,0.863,1.000,0,71.0,3,450,-0.33,0.00
784.555,-19.0,447.9,0.883,1.000,0,71.0,3,450,-0.33,0.00
784.585,-19.0,447.7,0.901,1.000,0,71.0,3,450,-0.33,0.00
784.618,-19.0,447.5,0.917,1.000,0,71.0,3,450,-0.33,0.00
784.649,-19.0,447.7,0.930,1.000,0,71.0,3,450,-0.33,0.00
784.679,-19.0,447.8,0.941,1.000,0,71.0,3,450,-0.33,0.00
784.709,-19.0,447.8,0.950,1.000,0,71.0,3,450,-0.33,0.00
784.740,-19.0,447.8,0.957,1.000,0,71.0,3,450,-0.33,0.00
784.769,-19.0,447.9,0.964,1.000,0,71.0,3,450,-0.33,0.00
784.800,-19.0,447.8,0.969,1.000,0,71.0,3,450,-0.33,0.00
784.829,-18.7,447.9,0.974,1.000,0,71.2,3,450,-0.32,0.00
784.859,-18.2,448.0,0.978,1.000,0,71.8,3,450,-0.31,0.00
784.889,-90.0,318.6,0.981,1.000,0,71.8,2,0,0.00,0.00
784.921,-90.0,220.3,0.984,1.000,0,71.8,2,0,0.00,0.00
784.952,147.6,82.3,0.986,1.000,1,-105.4,3,438,0.27,0.00
784.982,84.3,32.3,0.146,1.000,1,-104.1,3,431,0.24,0.80
785.013,26.7,53.6,0.018,1.000,1,-103.5,3,438,0.23,0.80
785.044,12.1,87.6,0.003,1.000,1,-103.4,3,449,0.23,0.80
785.074,6.5,122.6,0.000,1.000,1,-103.4,3,450,0.23,0.80
785.103,4.0,157.7,0.000,1.000,1,-103.2,3,450,0.23,0.80
785.134,2.5,195.4,0.000,1.000,1,-103.1,3,450,0.23,0.80
785.165,1.9,231.9,0.000,1.000,1,-102.7,3,450,0.22,0.80
785.195,1.6,267.4,0.000,1.000,1,-102.1,3,450,0.21,0.80
785.225,1.6,303.3,0.000,1.000,1,-101.3,3,450,0.20,0.80
785.254,1.7,339.1,0.000,1.000,1,-100.5,3,450,0.18,0.80
785.284,1.4,374.7,0.000,1.000,1,-100.0,3,450,0.17,0.80
785.315,1.3,411.5,0.000,1.000,1,-99.6,3,450,0.17,0.80
785.346,1.2,449.0,0.000,1.000,1,-99.2,3,450,0.16,0.80
785.377,0.9,450.0,0.000,1.000,1,-99.1,3,450,0.16,0.80
785.407,0.7,450.0,0.000,1.000,1,-98.9,3,450,0.15,0.80
