time,alpha,bF,bR,walkMode,sideRotW,handRollX
1086.933,1.00,0,1,3,0.833,0.0
1086.956,1.00,0,1,3,0.833,0.0
1086.980,1.00,0,1,3,0.833,0.0
1087.003,1.00,0,1,3,0.833,0.0
1087.025,1.00,0,1,3,0.833,0.0
1087.048,1.00,0,1,3,0.833,0.0
1087.071,1.00,0,1,3,0.833,0.0
1087.096,1.00,0,1,3,0.833,0.0
1087.119,1.00,0,1,3,0.833,0.0
1087.141,1.00,0,1,3,0.833,0.0
1087.164,1.00,0,1,3,0.833,0.0
1087.187,1.00,0,1,3,0.833,0.0
1087.210,1.00,0,1,3,0.833,0.0
1087.233,1.00,0,1,3,0.833,0.0
1087.257,1.00,0,1,3,0.833,0.0
1087.280,1.00,0,1,3,0.833,0.0
1087.303,1.00,0,1,3,0.833,0.0
1087.326,1.00,0,1,3,0.833,0.0
1087.349,1.00,0,1,3,0.833,0.0
1087.373,1.00,0,1,3,0.833,0.0
1087.397,1.00,0,1,3,0.833,0.0
1087.420,1.00,0,1,3,0.833,0.0
1087.444,1.00,0,1,3,0.833,0.0
1087.467,1.00,0,1,3,0.833,0.0
1087.490,1.00,0,1,3,0.833,0.0
1087.514,1.00,0,1,3,0.833,0.0
1087.536,1.00,0,1,3,0.833,0.0
1087.560,1.00,0,1,3,0.833,0.0
1087.583,1.00,0,1,3,0.833,0.0
1087.606,1.00,0,1,3,0.833,0.0
1087.629,1.00,0,1,3,0.833,0.0
1087.653,1.00,0,1,3,0.833,0.0
1087.676,1.00,0,1,3,0.833,0.0
1087.699,1.00,0,1,3,0.833,0.0
1087.721,1.00,0,1,3,0.833,0.0
1087.744,1.00,0,1,3,0.833,0.0
1087.768,1.00,0,1,3,0.833,0.0
1087.792,1.00,0,1,3,0.833,0.0
1087.814,1.00,0,1,3,0.833,0.0
1087.838,1.00,0,1,3,0.833,0.0
1087.862,1.00,0,1,3,0.833,0.0
1087.886,1.00,0,1,3,0.833,0.0
1087.909,1.00,0,1,3,0.833,0.0
1087.932,1.00,0,1,3,0.833,0.0
1087.954,1.00,0,1,3,0.833,0.0
1087.978,1.00,0,1,3,0.833,0.0
1088.002,1.00,0,1,3,0.833,0.0
1088.025,1.00,0,1,3,0.833,0.0
1088.048,1.00,0,1,3,0.833,0.0
1088.071,1.00,0,1,3,0.833,0.0
1088.095,1.00,0,1,3,0.833,0.0
1088.117,1.00,0,1,3,0.833,0.0
1088.140,1.00,0,1,3,0.833,0.0
1088.163,1.00,0,1,3,0.833,0.0
1088.185,1.00,0,1,3,0.833,0.0
1088.209,1.00,0,1,3,0.833,0.0
1088.233,1.00,0,1,3,0.833,0.0
1088.255,1.00,0,1,3,0.833,0.0
1088.279,1.00,0,1,3,0.833,0.0
1088.301,1.00,0,1,3,0.833,0.0
1088.325,1.00,0,1,3,0.833,0.0
1088.355,1.00,0,1,3,0.833,0.0
1088.384,1.00,0,1,3,0.833,0.0
1088.407,1.00,0,1,3,0.833,0.0
1088.431,1.00,0,1,3,0.833,0.0
1088.455,1.00,0,1,3,0.833,0.0
1088.478,1.00,0,1,3,0.833,0.0
1088.501,1.00,0,1,3,0.833,0.0
1088.523,1.00,0,1,3,0.833,0.0
1088.548,1.00,0,1,3,0.833,0.0
1088.571,1.00,0,1,3,0.833,0.0
1088.594,1.00,0,1,3,0.833,0.0
1088.617,1.00,0,1,3,0.833,0.0
1088.641,1.00,0,1,3,0.833,0.0
1088.664,1.00,0,1,3,0.833,0.0
1088.688,1.00,0,1,3,0.833,0.0
1088.710,1.00,0,1,3,0.833,0.0
1088.733,1.00,0,1,3,0.833,0.0
1088.757,1.00,0,1,3,0.833,0.0
1088.780,1.00,0,1,3,0.833,0.0
1088.803,1.00,0,1,3,0.833,0.0
1088.825,1.00,0,1,3,0.833,0.0
1088.849,1.00,0,1,3,0.833,0.0
1088.872,1.00,0,1,3,0.833,0.0
1088.897,1.00,0,1,3,0.833,0.0
1088.920,1.00,0,1,3,0.833,0.0
1088.943,1.00,0,1,3,0.833,0.0
1088.965,1.00,0,1,3,0.833,0.0
1088.989,1.00,0,1,3,0.833,0.0
1089.012,1.00,0,1,3,0.833,0.0
1089.035,1.00,0,1,3,0.833,0.0
1089.058,1.00,0,1,3,0.833,0.0
1089.081,1.00,0,1,3,0.833,0.0
1089.104,1.00,0,1,3,0.833,0.0
1089.128,1.00,0,1,3,0.833,0.0
1089.151,1.00,0,1,3,0.833,0.0
1089.173,1.00,0,1,3,0.833,0.0
1089.198,1.00,0,1,3,0.833,0.0
1089.222,1.00,0,1,3,0.833,0.0
1089.245,1.00,0,1,3,0.833,0.0
1089.267,1.00,0,1,3,0.833,0.0
1089.292,1.00,0,1,3,0.833,0.0
1089.316,1.00,0,1,3,0.833,0.0
1089.340,1.00,0,1,3,0.833,0.0
1089.362,1.00,0,1,3,0.833,0.0
1089.386,1.00,0,1,3,0.833,0.0
1089.411,1.00,0,1,3,0.833,0.0
1089.434,1.00,0,1,3,0.833,0.0
1089.457,1.00,0,1,3,0.833,0.0
1089.480,1.00,0,1,3,0.833,0.0
1089.503,1.00,0,1,3,0.833,0.0
1089.527,1.00,0,1,3,0.833,0.0
1089.551,1.00,0,1,3,0.833,0.0
1089.574,1.00,0,1,3,0.833,0.0
1089.598,1.00,0,1,3,0.833,0.0
1089.620,1.00,0,1,3,0.833,0.0
1089.644,1.00,0,1,3,0.833,0.0
1089.667,1.00,0,1,3,0.833,0.0
1089.691,1.00,0,1,3,0.833,0.0
1089.713,1.00,0,1,3,0.833,0.0
1089.736,1.00,0,1,3,0.833,0.0
1089.760,1.00,0,1,3,0.833,0.0
1089.784,1.00,0,1,3,0.833,0.0
1089.806,1.00,0,1,3,0.833,0.0
1089.828,1.00,0,1,3,0.833,0.0
1089.852,1.00,0,1,3,0.833,0.0
1089.878,1.00,0,1,3,0.833,0.0
1089.903,1.00,0,1,3,0.833,0.0
1089.926,1.00,0,1,3,0.833,0.0
1089.948,1.00,0,1,3,0.833,0.0
1089.970,1.00,0,1,3,0.833,0.0
1089.993,1.00,0,1,3,0.833,0.0
1090.017,1.00,0,1,3,0.833,0.0
1090.040,1.00,0,1,3,0.833,0.0
1090.064,1.00,0,1,3,0.833,0.0
1090.087,1.00,0,1,3,0.833,0.0
1090.111,1.00,0,1,3,0.833,0.0
1090.140,1.00,0,1,3,0.833,0.0
1090.166,1.00,0,1,3,0.833,0.0
1090.188,1.00,0,1,3,0.833,0.0
1090.212,1.00,0,1,3,0.833,0.0
1090.235,1.00,0,1,3,0.833,0.0
1090.258,1.00,0,1,3,0.833,0.0
1090.283,1.00,0,1,3,0.833,0.0
1090.306,1.00,0,1,3,0.833,0.0
1090.329,1.00,0,1,3,0.833,0.0
1090.352,1.00,0,1,3,0.833,0.0
1090.375,1.00,0,1,3,0.833,0.0
1090.399,1.00,0,1,3,0.833,0.0
1090.424,1.00,0,1,3,0.833,0.0
1090.447,1.00,0,1,3,0.833,0.0
1090.470,1.00,0,1,3,0.833,0.0
1090.494,1.00,0,1,3,0.833,0.0
1090.516,1.00,0,1,3,0.833,0.0
1090.540,1.00,0,1,3,0.833,0.0
1090.565,1.00,0,1,3,0.833,0.0
1090.587,1.00,0,1,3,0.833,0.0
1090.612,1.00,0,1,3,0.833,0.0
1090.636,1.00,0,1,3,0.833,0.0
1090.662,1.00,0,1,3,0.833,0.0
1090.687,1.00,0,1,3,0.833,0.0
1090.716,1.00,0,1,3,0.833,0.0
1090.743,1.00,0,1,3,0.833,0.0
1090.776,1.00,0,1,3,0.833,0.0
1090.800,1.00,0,1,3,0.833,0.0
1090.823,1.00,0,1,3,0.833,0.0
1090.847,1.00,0,1,3,0.833,0.0
1090.871,1.00,0,1,3,0.833,0.0
1090.896,1.00,0,1,3,0.833,0.0
1090.920,1.00,0,1,3,0.833,0.0
1090.943,1.00,0,1,3,0.833,0.0
1090.966,1.00,0,1,3,0.833,0.0
1090.991,1.00,0,1,3,0.833,0.0
1091.016,1.00,0,1,3,0.833,0.0
1091.039,1.00,0,1,3,0.833,0.0
1091.063,1.00,0,1,3,0.833,0.0
1091.090,1.00,0,1,3,0.833,0.0
1091.116,1.00,0,1,3,0.833,0.0
1091.140,1.00,0,1,3,0.833,0.0
1091.162,1.00,0,1,3,0.833,0.0
1091.185,1.00,0,1,3,0.833,0.0
1091.208,1.00,0,1,3,0.833,0.0
1091.232,1.00,0,1,3,0.833,0.0
1091.256,1.00,0,1,3,0.833,0.0
1091.279,1.00,0,1,3,0.833,0.0
1091.302,1.00,0,1,3,0.833,0.0
1091.325,1.00,0,1,3,0.833,0.0
1091.349,1.00,0,1,3,0.833,0.0
1091.371,1.00,0,1,3,0.833,0.0
1091.396,1.00,0,1,3,0.833,0.0
1091.419,1.00,0,1,3,0.833,0.0
1091.442,1.00,0,1,3,0.833,0.0
1091.466,1.00,0,1,3,0.833,0.0
1091.489,1.00,0,1,3,0.833,0.0
1091.512,1.00,0,1,3,0.833,0.0
1091.534,1.00,0,1,3,0.833,0.0
1091.557,1.00,0,1,3,0.833,0.0
1091.581,1.00,0,1,3,0.833,0.0
1091.603,1.00,0,1,3,0.833,0.0
1091.626,1.00,0,1,3,0.833,0.0
1091.648,1.00,0,1,3,0.833,0.0
1091.673,1.00,0,1,3,0.833,0.0
1091.696,1.00,0,1,3,0.833,0.0
1091.719,1.00,0,1,3,0.833,0.0
1091.742,1.00,0,1,3,0.833,0.0
1091.764,1.00,0,1,3,0.833,0.0
1091.790,1.00,0,1,3,0.833,0.0
1091.822,1.00,0,1,3,0.833,0.0
1091.846,1.00,0,1,3,0.833,0.0
1091.869,1.00,0,1,3,0.833,0.0
1091.892,1.00,0,1,3,0.833,0.0
1091.917,1.00,0,1,3,0.833,0.0
1091.940,1.00,0,1,3,0.833,0.0
1091.963,1.00,0,1,3,0.833,0.0
1091.987,1.00,0,1,3,0.833,0.0
1092.009,1.00,0,1,3,0.833,0.0
1092.032,1.00,0,1,3,0.833,0.0
1092.056,1.00,0,1,3,0.833,0.0
1092.079,1.00,0,1,3,0.833,0.0
1092.102,1.00,0,1,3,0.833,0.0
1092.124,1.00,0,1,3,0.833,0.0
1092.148,1.00,0,1,3,0.833,0.0
1092.174,1.00,0,1,3,0.833,0.0
1092.196,1.00,0,1,3,0.833,0.0
1092.221,1.00,0,1,3,0.833,0.0
1092.246,1.00,0,1,3,0.833,0.0
1092.271,1.00,0,1,3,0.833,0.0
1092.293,1.00,0,1,3,0.833,0.0
1092.316,1.00,0,1,3,0.833,0.0
1092.339,1.00,0,1,3,0.833,0.0
1092.363,1.00,0,1,3,0.833,0.0
1092.388,1.00,0,1,3,0.833,0.0
1092.411,1.00,0,1,3,0.833,0.0
1092.435,1.00,0,1,3,0.833,0.0
1092.458,1.00,0,1,3,0.833,0.0
1092.481,1.00,0,1,3,0.833,0.0
1092.503,1.00,0,1,3,0.833,0.0
1092.526,1.00,0,1,3,0.833,0.0
1092.548,1.00,0,1,3,0.833,0.0
1092.571,1.00,0,1,3,0.833,0.0
1092.595,1.00,0,1,3,0.833,0.0
1092.618,1.00,0,1,3,0.833,0.0
1092.640,1.00,0,1,3,0.833,0.0
1092.664,1.00,0,1,3,0.833,0.0
1092.689,1.00,0,1,3,0.833,0.0
1092.712,1.00,0,1,3,0.833,0.0
1092.735,1.00,0,1,3,0.833,0.0
1092.757,1.00,0,1,3,0.833,0.0
1092.780,1.00,0,1,3,0.833,0.0
1092.803,1.00,0,1,3,0.833,0.0
1092.827,1.00,0,1,3,0.833,0.0
1092.850,1.00,0,1,3,0.833,0.0
1092.875,1.00,0,1,3,0.833,0.0
1092.899,1.00,0,1,3,0.833,0.0
1092.923,1.00,0,1,3,0.833,0.0
1092.946,1.00,0,1,3,0.833,0.0
1092.968,1.00,0,1,3,0.833,0.0
1092.991,1.00,0,1,3,0.833,0.0
1093.014,1.00,0,1,3,0.833,0.0
1093.037,1.00,0,1,3,0.833,0.0
1093.061,1.00,0,1,3,0.833,0.0
1093.084,1.00,0,1,3,0.833,0.0
1093.106,1.00,0,1,3,0.833,0.0
1093.129,1.00,0,1,3,0.833,0.0
1093.153,1.00,0,1,3,0.833,0.0
1093.176,1.00,0,1,3,0.833,0.0
1093.200,1.00,0,1,3,0.833,0.0
1093.223,1.00,0,1,3,0.833,0.0
1093.247,1.00,0,1,3,0.833,0.0
1093.271,1.00,0,1,3,0.833,0.0
1093.293,1.00,0,1,3,0.833,0.0
1093.316,1.00,0,1,3,0.833,0.0
1093.338,1.00,0,1,3,0.833,0.0
1093.362,1.00,0,1,3,0.833,0.0
1093.387,1.00,0,1,3,0.833,0.0
1093.410,1.00,0,1,3,0.833,0.0
1093.433,1.00,0,1,3,0.833,0.0
1093.456,1.00,0,1,3,0.833,0.0
1093.481,1.00,0,1,3,0.833,0.0
1093.505,1.00,0,1,3,0.833,0.0
1093.527,1.00,0,1,3,0.833,0.0
1093.550,1.00,0,1,3,0.833,0.0
1093.574,1.00,0,1,3,0.833,0.0
1093.598,1.00,0,1,3,0.833,0.0
1093.620,1.00,0,1,3,0.833,0.0
1093.643,1.00,0,1,3,0.833,0.0
1093.665,1.00,0,1,3,0.833,0.0
1093.689,1.00,0,1,3,0.833,0.0
1093.714,1.00,0,1,3,0.833,0.0
1093.737,1.00,0,1,3,0.833,0.0
1093.760,1.00,0,1,3,0.833,0.0
1093.783,1.00,0,1,3,0.833,0.0
1093.807,1.00,0,1,3,0.833,0.0
1093.830,1.00,0,1,3,0.833,0.0
1093.852,1.00,0,1,3,0.833,0.0
1093.876,1.00,0,1,3,0.833,0.0
1093.898,1.00,0,1,3,0.833,0.0
1093.922,1.00,0,1,3,0.833,0.0
1093.951,1.00,0,1,3,0.833,0.0
1093.976,1.00,0,1,3,0.833,0.0
1093.999,1.00,0,1,3,0.833,0.0
1094.022,1.00,0,1,3,0.833,0.0
1094.046,1.00,0,1,3,0.833,0.0
1094.070,1.00,0,1,3,0.833,0.0
1094.093,1.00,0,1,3,0.833,0.0
1094.117,1.00,0,1,3,0.833,0.0
1094.140,1.00,0,1,3,0.833,0.0
1094.164,1.00,0,1,3,0.833,0.0
1094.186,1.00,0,1,3,0.833,0.0
1094.209,1.00,0,1,3,0.833,0.0
1094.232,1.00,0,1,3,0.833,0.0
1094.254,1.00,0,1,3,0.833,0.0
1094.284,1.00,0,1,3,0.833,0.0
1094.306,1.00,0,1,3,0.833,0.0
1094.328,1.00,0,1,3,0.833,0.0
1094.352,1.00,0,1,3,0.833,0.0
1094.375,1.00,0,1,3,0.833,0.0
1094.398,1.00,0,1,3,0.833,0.0
1094.420,1.00,0,1,3,0.833,0.0
1094.442,1.00,0,1,3,0.833,0.0
1094.466,1.00,0,1,3,0.833,0.0
1094.490,1.00,0,1,3,0.833,0.0
1094.513,1.00,0,1,3,0.833,0.0
1094.535,1.00,0,1,3,0.833,0.0
1094.559,1.00,0,1,3,0.833,0.0
1094.582,1.00,0,1,3,0.833,0.0
1094.605,1.00,0,1,3,0.833,0.0
1094.628,1.00,0,1,3,0.833,0.0
1094.651,1.00,0,1,3,0.833,0.0
1094.674,1.00,0,1,3,0.833,0.0
1094.698,1.00,0,1,3,0.833,0.0
1094.721,1.00,0,1,3,0.833,0.0
1094.744,1.00,0,1,3,0.833,0.0
1094.766,1.00,0,1,3,0.833,0.0
1094.788,1.00,0,1,3,0.833,0.0
1094.811,1.00,0,1,3,0.833,0.0
1094.836,1.00,0,1,3,0.833,0.0
1094.861,1.00,0,1,3,0.833,0.0
1094.884,1.00,0,1,3,0.833,0.0
1094.908,1.00,0,1,3,0.833,0.0
1094.931,1.00,0,1,3,0.833,0.0
1094.954,1.00,0,1,3,0.833,0.0
1094.976,1.00,0,1,3,0.833,0.0
1094.999,1.00,0,1,3,0.833,0.0
1095.022,1.00,0,1,3,0.833,0.0
1095.046,1.00,0,1,3,0.833,0.0
1095.070,1.00,0,1,3,0.833,0.0
1095.092,1.00,0,1,3,0.833,0.0
1095.115,1.00,0,1,3,0.833,0.0
1095.139,1.00,0,1,3,0.833,0.0
1095.163,1.00,0,1,3,0.833,0.0
1095.186,1.00,0,1,3,0.833,0.0
1095.210,1.00,0,1,3,0.833,0.0
1095.233,1.00,0,1,3,0.833,0.0
1095.256,1.00,0,1,3,0.833,0.0
1095.280,1.00,0,1,3,0.833,0.0
1095.302,1.00,0,1,3,0.833,0.0
1095.325,1.00,0,1,3,0.833,0.0
1095.348,1.00,0,1,3,0.833,0.0
1095.371,1.00,0,1,3,0.833,0.0
1095.395,1.00,0,1,3,0.833,0.0
1095.417,1.00,0,1,3,0.833,0.0
1095.441,1.00,0,1,3,0.833,0.0
1095.464,1.00,0,1,3,0.833,0.0
1095.488,1.00,0,1,3,0.833,0.0
1095.510,1.00,0,1,3,0.833,0.0
1095.533,1.00,0,1,3,0.833,0.0
1095.556,1.00,0,1,3,0.833,0.0
1095.579,1.00,0,1,3,0.833,0.0
1095.603,1.00,0,1,3,0.833,0.0
1095.627,1.00,0,1,3,0.833,0.0
1095.649,1.00,0,1,3,0.833,0.0
1095.673,1.00,0,1,3,0.833,0.0
1095.698,1.00,0,1,3,0.833,0.0
1095.723,1.00,0,1,3,0.833,0.0
1095.747,1.00,0,1,3,0.833,0.0
1095.771,1.00,0,1,3,0.833,0.0
1095.793,1.00,0,1,3,0.833,0.0
1095.817,1.00,0,1,3,0.833,0.0
1095.840,1.00,0,1,3,0.833,0.0
1095.870,1.00,0,1,3,0.833,0.0
1095.896,1.00,0,1,3,0.833,0.0
1095.919,1.00,0,1,3,0.833,0.0
1095.942,1.00,0,1,3,0.833,0.0
1095.965,1.00,0,1,3,0.833,0.0
1095.988,1.00,0,1,3,0.833,0.0
1096.016,1.00,0,1,3,0.833,0.0
1096.039,1.00,0,1,3,0.833,0.0
1096.062,1.00,0,1,3,0.833,0.0
1096.085,1.00,0,1,3,0.833,0.0
1096.109,1.00,0,1,3,0.833,0.0
1096.131,1.00,0,1,3,0.833,0.0
1096.154,1.00,0,1,3,0.833,0.0
1096.177,1.00,0,1,3,0.833,0.0
1096.200,1.00,0,1,3,0.833,0.0
1096.223,1.00,0,1,3,0.833,0.0
1096.245,1.00,0,1,3,0.833,0.0
1096.268,1.00,0,1,3,0.833,0.0
1096.292,1.00,0,1,3,0.833,0.0
1096.314,1.00,0,1,3,0.833,0.0
1096.337,1.00,0,1,3,0.833,0.0
1096.360,1.00,0,1,3,0.833,0.0
1096.386,1.00,0,1,3,0.833,0.0
1096.408,1.00,0,1,3,0.833,0.0
1096.433,1.00,0,1,3,0.833,0.0
1096.456,1.00,0,1,3,0.833,0.0
1096.480,1.00,0,1,3,0.833,0.0
1096.504,1.00,0,1,3,0.833,0.0
1096.527,1.00,0,1,3,0.833,0.0
1096.549,1.00,0,1,3,0.833,0.0
1096.572,1.00,0,1,3,0.833,0.0
1096.594,1.00,0,1,3,0.833,0.0
1096.617,1.00,0,1,3,0.833,0.0
1096.639,1.00,0,1,3,0.833,0.0
1096.663,1.00,0,1,3,0.833,0.0
1096.686,1.00,0,1,3,0.833,0.0
1096.709,1.00,0,1,3,0.833,0.0
1096.731,1.00,0,1,3,0.833,0.0
1096.753,1.00,0,1,3,0.833,0.0
1096.776,1.00,0,1,3,0.833,0.0
1096.798,1.00,0,1,3,0.833,0.0
1096.821,1.00,0,1,3,0.833,0.0
1096.844,1.00,0,1,3,0.833,0.0
1096.866,1.00,0,1,3,0.833,0.0
1096.889,1.00,0,1,3,0.833,0.0
1096.912,1.00,0,1,3,0.833,0.0
1096.937,1.00,0,1,3,0.833,0.0
1096.960,1.00,0,1,3,0.833,0.0
1096.983,1.00,0,1,3,0.833,0.0
1097.006,1.00,0,1,3,0.833,0.0
1097.029,1.00,0,1,3,0.833,0.0
1097.052,1.00,0,1,3,0.833,0.0
1097.075,1.00,0,1,3,0.833,0.0
1097.098,1.00,0,1,3,0.833,0.0
1097.121,1.00,0,1,3,0.833,0.0
1097.143,1.00,0,1,3,0.833,0.0
1097.166,1.00,0,1,3,0.833,0.0
1097.189,1.00,0,1,3,0.833,0.0
1097.212,1.00,0,1,3,0.833,0.0
1097.234,1.00,0,1,3,0.833,0.0
1097.256,1.00,0,1,3,0.833,0.0
1097.280,1.00,0,1,3,0.833,0.0
1097.304,1.00,0,1,3,0.833,0.0
1097.326,1.00,0,1,3,0.833,0.0
1097.348,1.00,0,1,3,0.833,0.0
1097.371,1.00,0,1,3,0.833,0.0
1097.395,1.00,0,1,3,0.833,0.0
1097.418,1.00,0,1,3,0.833,0.0
1097.441,1.00,0,1,3,0.833,0.0
1097.463,1.00,0,1,3,0.833,0.0
1097.487,1.00,0,1,3,0.833,0.0
1097.511,1.00,0,1,3,0.833,0.0
1097.534,1.00,0,1,3,0.833,0.0
1097.557,1.00,0,1,3,0.833,0.0
1097.581,1.00,0,1,3,0.833,0.0
1097.606,1.00,0,1,3,0.833,0.0
1097.628,1.00,0,1,3,0.833,0.0
1097.653,1.00,0,1,3,0.833,0.0
1097.676,1.00,0,1,3,0.833,0.0
1097.699,1.00,0,1,3,0.833,0.0
1097.722,1.00,0,1,3,0.833,0.0
1097.745,1.00,0,1,3,0.833,0.0
1097.769,1.00,0,1,3,0.833,0.0
1097.791,1.00,0,1,3,0.833,0.0
1097.814,1.00,0,1,3,0.833,0.0
1097.837,1.00,0,1,3,0.833,0.0
1097.860,1.00,0,1,3,0.833,0.0
1097.883,1.00,0,1,3,0.833,0.0
1097.907,1.00,0,1,3,0.833,0.0
1097.930,1.00,0,1,3,0.833,0.0
1097.953,1.00,0,1,3,0.833,0.0
1097.977,1.00,0,1,3,0.833,0.0
1098.000,1.00,0,1,3,0.833,0.0
1098.023,1.00,0,1,3,0.833,0.0
1098.045,1.00,0,1,3,0.833,0.0
1098.070,1.00,0,1,3,0.833,0.0
1098.093,1.00,0,1,3,0.833,0.0
1098.116,1.00,0,1,3,0.833,0.0
1098.138,1.00,0,1,3,0.833,0.0
1098.162,1.00,0,1,3,0.833,0.0
1098.186,1.00,0,1,3,0.833,0.0
1098.209,1.00,0,1,3,0.833,0.0
1098.232,1.00,0,1,3,0.833,0.0
1098.255,1.00,0,1,3,0.833,0.0
1098.284,1.00,0,1,3,0.833,0.0
1098.308,1.00,0,1,3,0.833,0.0
1098.330,1.00,0,1,3,0.833,0.0
1098.353,1.00,0,1,3,0.833,0.0
1098.375,1.00,0,1,3,0.833,0.0
1098.400,1.00,0,1,3,0.833,0.0
1098.429,1.00,0,1,3,0.833,0.0
1098.455,1.00,0,1,3,0.833,0.0
1098.478,1.00,0,1,3,0.833,0.0
1098.501,1.00,0,1,3,0.833,0.0
1098.525,1.00,0,1,3,0.833,0.0
1098.549,1.00,0,1,3,0.833,0.0
1098.571,1.00,0,1,3,0.833,0.0
1098.594,1.00,0,1,3,0.833,0.0
1098.617,1.00,0,1,3,0.833,0.0
1098.639,1.00,0,1,3,0.833,0.0
1098.661,1.00,0,1,3,0.833,0.0
1098.685,1.00,0,1,3,0.833,0.0
1098.707,1.00,0,1,3,0.833,0.0
1098.730,1.00,0,1,3,0.833,0.0
1098.753,1.00,0,1,3,0.833,0.0
1098.776,1.00,0,1,3,0.833,0.0
1098.801,1.00,0,1,3,0.833,0.0
1098.825,1.00,0,1,3,0.833,0.0
1098.850,1.00,0,1,3,0.833,0.0
1098.873,1.00,0,1,3,0.833,0.0
1098.896,1.00,0,1,3,0.833,0.0
1098.918,1.00,0,1,3,0.833,0.0
1098.942,1.00,0,1,3,0.833,0.0
1098.965,1.00,0,1,3,0.833,0.0
1098.988,1.00,0,1,3,0.833,0.0
1099.011,1.00,0,1,3,0.833,0.0
1099.034,1.00,0,1,3,0.833,0.0
1099.056,1.00,0,1,3,0.833,0.0
1099.080,1.00,0,1,3,0.833,0.0
1099.104,1.00,0,1,3,0.833,0.0
1099.126,1.00,0,1,3,0.833,0.0
1099.149,1.00,0,1,3,0.833,0.0
1099.173,1.00,0,1,3,0.833,0.0
1099.197,1.00,0,1,3,0.833,0.0
1099.219,1.00,0,1,3,0.833,0.0
1099.243,1.00,0,1,3,0.833,0.0
1099.265,1.00,0,1,3,0.833,0.0
1099.289,1.00,0,1,3,0.833,0.0
1099.312,1.00,0,1,3,0.833,0.0
1099.334,1.00,0,1,3,0.833,0.0
1099.357,1.00,0,1,3,0.833,0.0
1099.381,1.00,0,1,3,0.833,0.0
1099.405,1.00,0,1,3,0.833,0.0
1099.428,1.00,0,1,3,0.833,0.0
1099.451,1.00,0,1,3,0.833,0.0
1099.474,1.00,0,1,3,0.833,0.0
1099.497,1.00,0,1,3,0.833,0.0
1099.522,1.00,0,1,3,0.833,0.0
1099.544,1.00,0,1,3,0.833,0.0
1099.567,1.00,0,1,3,0.833,0.0
1099.590,1.00,0,1,3,0.833,0.0
1099.613,1.00,0,1,3,0.833,0.0
1099.663,1.00,0,1,3,0.833,0.0
1099.688,1.00,0,1,3,0.833,0.0
1099.717,1.00,0,1,3,0.833,0.0
1099.740,1.00,0,1,3,0.833,0.0
1099.762,1.00,0,1,3,0.833,0.0
1099.785,1.00,0,1,3,0.833,0.0
1099.810,1.00,0,1,3,0.833,0.0
1099.835,1.00,0,1,3,0.833,0.0
1099.858,1.00,0,1,3,0.833,0.0
1099.881,1.00,0,1,3,0.833,0.0
1099.904,1.00,0,1,3,0.833,0.0
1099.927,1.00,0,1,3,0.833,0.0
1099.951,1.00,0,1,3,0.833,0.0
1099.974,1.00,0,1,3,0.833,0.0
1099.997,1.00,0,1,3,0.833,0.0
1100.019,1.00,0,1,3,0.833,0.0
1100.042,1.00,0,1,3,0.833,0.0
1100.074,1.00,0,1,3,0.833,0.0
1100.099,1.00,0,1,3,0.833,0.0
1100.122,1.00,0,1,3,0.833,0.0
1100.145,1.00,0,1,3,0.833,0.0
1100.168,1.00,0,1,3,0.833,0.0
1100.193,1.00,0,1,3,0.833,0.0
1100.215,1.00,0,1,3,0.833,0.0
1100.238,1.00,0,1,3,0.833,0.0
1100.261,1.00,0,1,3,0.833,0.0
1100.285,1.00,0,1,3,0.833,0.0
1100.308,1.00,0,1,3,0.833,0.0
1100.331,1.00,0,1,3,0.833,0.0
1100.353,1.00,0,1,3,0.833,0.0
1100.376,1.00,0,1,3,0.833,0.0
1100.399,1.00,0,1,3,0.833,0.0
1100.422,1.00,0,1,3,0.833,0.0
1100.446,1.00,0,1,3,0.833,0.0
1100.468,1.00,0,1,3,0.833,0.0
1100.494,1.00,0,1,3,0.833,0.0
1100.519,1.00,0,1,3,0.833,0.0
1100.544,1.00,0,1,3,0.833,0.0
1100.567,1.00,0,1,3,0.833,0.0
1100.590,1.00,0,1,3,0.833,0.0
1100.615,1.00,0,1,3,0.833,0.0
1100.639,1.00,0,1,3,0.833,0.0
1100.664,1.00,0,1,3,0.833,0.0
1100.686,1.00,0,1,3,0.833,0.0
1100.709,1.00,0,1,3,0.833,0.0
1100.733,1.00,0,1,3,0.833,0.0
1100.758,1.00,0,1,3,0.833,0.0
1100.783,1.00,0,1,3,0.833,0.0
1100.809,1.00,0,1,3,0.833,0.0
1100.835,1.00,0,1,3,0.833,0.0
1100.859,1.00,0,1,3,0.833,0.0
1100.881,1.00,0,1,3,0.833,0.0
1100.904,1.00,0,1,3,0.833,0.0
1100.927,1.00,0,1,3,0.833,0.0
1100.951,1.00,0,1,3,0.833,0.0
1100.974,1.00,0,1,3,0.833,0.0
1100.997,1.00,0,1,3,0.833,0.0
1101.020,1.00,0,1,3,0.833,0.0
1101.044,1.00,0,1,3,0.833,0.0
1101.068,1.00,0,1,3,0.833,0.0
1101.090,1.00,0,1,3,0.833,0.0
1101.113,1.00,0,1,3,0.833,0.0
1101.136,1.00,0,1,3,0.833,0.0
1101.159,1.00,0,1,3,0.833,0.0
1101.183,1.00,0,1,3,0.833,0.0
