time,alpha,bF,bR,walkMode,sideRotW,handRollX
441.249,1.00,0,1,3,-1.500,0.0
441.280,1.00,0,1,3,-1.500,0.0
441.310,1.00,0,1,3,-1.500,0.0
441.343,1.00,0,1,3,-1.500,0.0
441.374,1.00,0,1,3,-1.500,0.0
441.404,1.00,0,1,3,-1.500,0.0
441.436,1.00,0,1,3,-1.500,0.0
441.467,1.00,0,1,3,-1.500,0.0
441.497,1.00,0,1,3,-1.500,0.0
441.527,1.00,0,1,3,-1.500,0.0
441.556,1.00,0,1,3,-1.500,0.0
441.585,1.00,0,1,3,-1.500,0.0
441.615,1.00,0,1,3,-1.500,0.0
441.643,1.00,0,1,3,-1.500,0.0
441.672,1.00,0,1,3,-1.500,0.0
441.701,1.00,0,1,3,-1.500,0.0
441.730,1.00,0,1,3,-1.500,0.0
441.759,1.00,0,1,3,-1.500,0.0
441.787,1.00,0,1,3,-1.500,0.0
441.817,1.00,0,1,3,-1.500,0.0
441.847,1.00,0,1,3,-1.500,0.0
441.875,1.00,0,1,3,-1.500,0.0
441.904,1.00,0,1,3,-1.500,0.0
441.933,1.00,0,1,3,-1.500,0.0
441.961,1.00,0,1,3,-1.500,0.0
441.988,1.00,0,1,3,-1.500,0.0
442.016,1.00,0,1,3,-1.500,0.0
442.046,1.00,0,1,3,-1.500,0.0
442.073,1.00,0,1,3,-1.500,0.0
442.101,1.00,0,1,3,-1.500,0.0
442.130,1.00,0,1,3,-1.500,0.0
442.164,1.00,0,1,3,-1.500,0.0
442.197,1.00,0,1,3,-1.500,0.0
442.225,1.00,0,1,3,-1.500,0.0
442.256,1.00,0,1,3,-1.500,0.0
442.288,1.00,0,1,3,-1.500,0.0
442.317,1.00,0,1,3,-1.500,0.0
442.346,1.00,0,1,3,-1.500,0.0
442.376,1.00,0,1,3,-1.500,0.0
442.405,1.00,0,1,3,-1.500,0.0
442.436,1.00,0,1,3,-1.500,0.0
442.464,1.00,0,1,3,-1.500,0.0
442.492,1.00,0,1,3,-1.500,0.0
442.520,1.00,0,1,3,-1.500,0.0
442.548,1.00,0,1,3,-1.500,0.0
442.577,1.00,0,1,3,-1.500,0.0
442.607,1.00,0,1,3,-1.500,0.0
442.635,1.00,0,1,3,-1.500,0.0
442.664,1.00,0,1,3,-1.500,0.0
442.692,1.00,0,1,3,-1.500,0.0
442.722,1.00,0,1,3,-1.500,0.0
442.752,1.00,0,1,3,-1.500,0.0
442.782,1.00,0,1,3,-1.500,0.0
442.810,1.00,0,1,3,-1.500,0.0
442.841,1.00,0,1,3,-1.500,0.0
442.870,1.00,0,1,3,-1.500,0.0
442.897,1.00,0,1,3,-1.500,0.0
442.927,1.00,0,1,3,-1.500,0.0
442.956,1.00,0,1,3,-1.500,0.0
442.984,1.00,0,1,3,-1.500,0.0
443.013,1.00,0,1,3,-1.500,0.0
443.041,1.00,0,1,3,-1.500,0.0
443.069,1.00,0,1,3,-1.500,0.0
443.097,1.00,0,1,3,-1.500,0.0
443.125,1.00,0,1,3,-1.500,0.0
443.155,1.00,0,1,3,-1.500,0.0
443.184,1.00,0,1,3,-1.500,0.0
443.211,1.00,0,1,3,-1.500,0.0
443.239,1.00,0,1,3,-1.500,0.0
443.274,1.00,0,1,3,-1.500,0.0
443.311,1.00,0,1,3,-1.500,0.0
443.343,1.00,0,1,3,-1.500,0.0
443.371,1.00,0,1,3,-1.500,0.0
443.400,1.00,0,1,3,-1.500,0.0
443.427,1.00,0,1,3,-1.500,0.0
443.456,1.00,0,1,3,-1.500,0.0
443.484,1.00,0,1,3,-1.500,0.0
443.514,1.00,0,1,3,-1.500,0.0
443.542,1.00,0,1,3,-1.500,0.0
443.571,1.00,0,1,3,-1.500,0.0
443.598,1.00,0,1,3,-1.500,0.0
443.627,1.00,0,1,3,-1.500,0.0
443.655,1.00,0,1,3,-1.500,0.0
443.684,1.00,0,1,3,-1.500,0.0
443.712,1.00,0,1,3,-1.500,0.0
443.741,1.00,0,1,3,-1.500,0.0
443.769,1.00,0,1,3,-1.500,0.0
443.797,1.00,0,1,3,-1.500,0.0
443.825,1.00,0,1,3,-1.500,0.0
443.855,1.00,0,1,3,-1.500,0.0
443.884,1.00,0,1,3,-1.500,0.0
443.912,1.00,0,1,3,-1.500,0.0
443.942,1.00,0,1,3,-1.500,0.0
443.971,1.00,0,1,3,-1.500,0.0
443.999,1.00,0,1,3,-1.500,0.0
444.027,1.00,0,1,3,-1.500,0.0
444.055,1.00,0,1,3,-1.500,0.0
444.084,1.00,0,1,3,-1.500,0.0
444.112,1.00,0,1,3,-1.500,0.0
444.140,1.00,0,1,3,-1.500,0.0
444.170,1.00,0,1,3,-1.500,0.0
444.198,1.00,0,1,3,-1.500,0.0
444.225,1.00,0,1,3,-1.500,0.0
444.254,1.00,0,1,3,-1.500,0.0
444.283,1.00,0,1,3,-1.500,0.0
444.312,1.00,0,1,3,-1.500,0.0
444.340,1.00,0,1,3,-1.500,0.0
444.367,1.00,0,1,3,-1.500,0.0
444.395,1.00,0,1,3,-1.500,0.0
444.425,1.00,0,1,3,-1.500,0.0
444.453,1.00,0,1,3,-1.500,0.0
444.482,1.00,0,1,3,-1.500,0.0
444.510,1.00,0,1,3,-1.500,0.0
444.538,1.00,0,1,3,-1.500,0.0
444.565,1.00,0,1,3,-1.500,0.0
444.593,1.00,0,1,3,-1.500,0.0
444.622,1.00,0,1,3,-1.500,0.0
444.651,1.00,0,1,3,-1.500,0.0
444.679,1.00,0,1,3,-1.500,0.0
444.708,1.00,0,1,3,-1.500,0.0
444.738,1.00,0,1,3,-1.500,0.0
444.765,1.00,0,1,3,-1.500,0.0
444.793,1.00,0,1,3,-1.500,0.0
444.823,1.00,0,1,3,-1.500,0.0
444.856,1.00,0,1,3,-1.500,0.0
444.890,1.00,0,1,3,-1.500,0.0
444.919,1.00,0,1,3,-1.500,0.0
444.948,1.00,0,1,3,-1.500,0.0
444.976,1.00,0,1,3,-1.500,0.0
445.004,1.00,0,1,3,-1.500,0.0
445.031,1.00,0,1,3,-1.500,0.0
445.060,1.00,0,1,3,-1.500,0.0
445.089,1.00,0,1,3,-1.500,0.0
445.116,1.00,0,1,3,-1.500,0.0
445.144,1.00,0,1,3,-1.500,0.0
445.174,1.00,0,1,3,-1.500,0.0
445.202,1.00,0,1,3,-1.500,0.0
445.230,1.00,0,1,3,-1.500,0.0
445.258,1.00,0,1,3,-1.500,0.0
445.288,1.00,0,1,3,-1.500,0.0
445.319,1.00,0,1,3,-1.500,0.0
445.349,1.00,0,1,3,-1.500,0.0
445.378,1.00,0,1,3,-1.500,0.0
445.408,1.00,0,1,3,-1.500,0.0
445.437,1.00,0,1,3,-1.500,0.0
445.465,1.00,0,1,3,-1.500,0.0
445.493,1.00,0,1,3,-1.500,0.0
445.522,1.00,0,1,3,-1.500,0.0
445.551,1.00,0,1,3,-1.500,0.0
445.578,1.00,0,1,3,-1.500,0.0
445.607,1.00,0,1,3,-1.500,0.0
445.635,1.00,0,1,3,-1.500,0.0
445.664,1.00,0,1,3,-1.500,0.0
445.691,1.00,0,1,3,-1.500,0.0
445.720,1.00,0,1,3,-1.500,0.0
445.749,1.00,0,1,3,-1.500,0.0
445.777,1.00,0,1,3,-1.500,0.0
445.805,1.00,0,1,3,-1.500,0.0
445.832,1.00,0,1,3,-1.500,0.0
445.860,1.00,0,1,3,-1.500,0.0
445.888,1.00,0,1,3,-1.500,0.0
445.916,1.00,0,1,3,-1.500,0.0
445.944,1.00,0,1,3,-1.500,0.0
445.974,1.00,0,1,3,-1.500,0.0
446.002,1.00,0,1,3,-1.500,0.0
446.030,1.00,0,1,3,-1.500,0.0
446.059,1.00,0,1,3,-1.500,0.0
446.087,1.00,0,1,3,-1.500,0.0
446.115,1.00,0,1,3,-1.500,0.0
446.143,1.00,0,1,3,-1.500,0.0
446.174,1.00,0,1,3,-1.500,0.0
446.202,1.00,0,1,3,-1.500,0.0
446.230,1.00,0,1,3,-1.500,0.0
446.259,1.00,0,1,3,-1.500,0.0
446.290,1.00,0,1,3,-1.500,0.0
446.322,1.00,0,1,3,-1.500,0.0
446.353,1.00,0,1,3,-1.500,0.0
446.383,1.00,0,1,3,-1.500,0.0
446.412,1.00,0,1,3,-1.500,0.0
446.441,1.00,0,1,3,-1.500,0.0
446.470,1.00,0,1,3,-1.500,0.0
446.498,1.00,0,1,3,-1.500,0.0
446.527,1.00,0,1,3,-1.500,0.0
446.555,1.00,0,1,3,-1.500,0.0
446.583,1.00,0,1,3,-1.500,0.0
446.610,1.00,0,1,3,-1.500,0.0
446.640,1.00,0,1,3,-1.500,0.0
446.669,1.00,0,1,3,-1.500,0.0
446.696,1.00,0,1,3,-1.500,0.0
446.725,1.00,0,1,3,-1.500,0.0
446.754,1.00,0,1,3,-1.500,0.0
446.782,1.00,0,1,3,-1.500,0.0
446.810,1.00,0,1,3,-1.500,0.0
446.839,1.00,0,1,3,-1.500,0.0
446.867,1.00,0,1,3,-1.500,0.0
446.894,1.00,0,1,3,-1.500,0.0
446.922,1.00,0,1,3,-1.500,0.0
446.951,1.00,0,1,3,-1.500,0.0
446.981,1.00,0,1,3,-1.500,0.0
447.010,1.00,0,1,3,-1.500,0.0
447.039,1.00,0,1,3,-1.500,0.0
447.068,1.00,0,1,3,-1.500,0.0
447.096,1.00,0,1,3,-1.500,0.0
447.123,1.00,0,1,3,-1.500,0.0
447.151,1.00,0,1,3,-1.500,0.0
447.180,1.00,0,1,3,-1.500,0.0
447.208,1.00,0,1,3,-1.500,0.0
447.236,1.00,0,1,3,-1.500,0.0
447.263,1.00,0,1,3,-1.500,0.0
447.292,1.00,0,1,3,-1.500,0.0
447.322,1.00,0,1,3,-1.500,0.0
447.350,1.00,0,1,3,-1.500,0.0
447.379,1.00,0,1,3,-1.500,0.0
447.408,1.00,0,1,3,-1.500,0.0
447.437,1.00,0,1,3,-1.500,0.0
447.466,1.00,0,1,3,-1.500,0.0
447.494,1.00,0,1,3,-1.500,0.0
447.522,1.00,0,1,3,-1.500,0.0
447.552,1.00,0,1,3,-1.500,0.0
447.581,1.00,0,1,3,-1.500,0.0
447.609,1.00,0,1,3,-1.500,0.0
447.641,1.00,0,1,3,-1.500,0.0
447.675,1.00,0,1,3,-1.500,0.0
447.702,1.00,0,1,3,-1.500,0.0
447.731,1.00,0,1,3,-1.500,0.0
447.760,1.00,0,1,3,-1.500,0.0
447.787,1.00,0,1,3,-1.500,0.0
447.817,1.00,0,1,3,-1.500,0.0
447.845,1.00,0,1,3,-1.500,0.0
447.873,1.00,0,1,3,-1.500,0.0
447.901,1.00,0,1,3,-1.500,0.0
447.929,1.00,0,1,3,-1.500,0.0
447.958,1.00,0,1,3,-1.500,0.0
447.986,1.00,0,1,3,-1.500,0.0
448.014,1.00,0,1,3,-1.500,0.0
448.042,1.00,0,1,3,-1.500,0.0
448.070,1.00,0,1,3,-1.500,0.0
448.098,1.00,0,1,3,-1.500,0.0
448.126,1.00,0,1,3,-1.500,0.0
448.153,1.00,0,1,3,-1.500,0.0
448.182,1.00,0,1,3,-1.500,0.0
448.211,1.00,0,1,3,-1.500,0.0
448.239,1.00,0,1,3,-1.500,0.0
448.267,1.00,0,1,3,-1.500,0.0
448.296,1.00,0,1,3,-1.500,0.0
448.325,1.00,0,1,3,-1.500,0.0
448.353,1.00,0,1,3,-1.500,0.0
448.380,1.00,0,1,3,-1.500,0.0
448.409,1.00,0,1,3,-1.500,0.0
448.438,1.00,0,1,3,-1.500,0.0
448.466,1.00,0,1,3,-1.500,0.0
448.494,1.00,0,1,3,-1.500,0.0
448.523,1.00,0,1,3,-1.500,0.0
448.551,1.00,0,1,3,-1.500,0.0
448.579,1.00,0,1,3,-1.500,0.0
448.609,1.00,0,1,3,-1.500,0.0
448.637,1.00,0,1,3,-1.500,0.0
448.666,1.00,0,1,3,-1.500,0.0
448.694,1.00,0,1,3,-1.500,0.0
448.722,1.00,0,1,3,-1.500,0.0
448.751,1.00,0,1,3,-1.500,0.0
448.780,1.00,0,1,3,-1.500,0.0
448.808,1.00,0,1,3,-1.500,0.0
448.836,1.00,0,1,3,-1.500,0.0
448.864,1.00,0,1,3,-1.500,0.0
448.891,1.00,0,1,3,-1.500,0.0
448.919,1.00,0,1,3,-1.500,0.0
448.948,1.00,0,1,3,-1.500,0.0
448.978,1.00,0,1,3,-1.500,0.0
449.006,1.00,0,1,3,-1.500,0.0
449.034,1.00,0,1,3,-1.500,0.0
449.062,1.00,0,1,3,-1.500,0.0
449.090,1.00,0,1,3,-1.500,0.0
449.119,1.00,0,1,3,-1.500,0.0
449.147,1.00,0,1,3,-1.500,0.0
449.176,1.00,0,1,3,-1.500,0.0
449.205,1.00,0,1,3,-1.500,0.0
449.232,1.00,0,1,3,-1.500,0.0
449.260,1.00,0,1,3,-1.500,0.0
449.289,1.00,0,1,3,-1.500,0.0
449.317,1.00,0,1,3,-1.500,0.0
449.346,1.00,0,1,3,-1.500,0.0
449.374,1.00,0,1,3,-1.500,0.0
449.401,1.00,0,1,3,-1.500,0.0
449.431,1.00,0,1,3,-1.500,0.0
449.460,1.00,0,1,3,-1.500,0.0
449.487,1.00,0,1,3,-1.500,0.0
449.515,1.00,0,1,3,-1.500,0.0
449.545,1.00,0,1,3,-1.500,0.0
449.573,1.00,0,1,3,-1.500,0.0
449.601,1.00,0,1,3,-1.500,0.0
449.630,1.00,0,1,3,-1.500,0.0
449.660,1.00,0,1,3,-1.500,0.0
449.689,1.00,0,1,3,-1.500,0.0
449.717,1.00,0,1,3,-1.500,0.0
449.745,1.00,0,1,3,-1.500,0.0
449.775,1.00,0,1,3,-1.500,0.0
449.803,1.00,0,1,3,-1.500,0.0
449.833,1.00,0,1,3,-1.500,0.0
449.863,1.00,0,1,3,-1.500,0.0
449.892,1.00,0,1,3,-1.500,0.0
449.924,1.00,0,1,3,-1.500,0.0
449.952,1.00,0,1,3,-1.500,0.0
449.981,1.00,0,1,3,-1.500,0.0
450.009,1.00,0,1,3,-1.500,0.0
450.036,1.00,0,1,3,-1.500,0.0
450.065,1.00,0,1,3,-1.500,0.0
450.092,1.00,0,1,3,-1.500,0.0
450.120,1.00,0,1,3,-1.500,0.0
450.148,1.00,0,1,3,-1.500,0.0
450.176,1.00,0,1,3,-1.500,0.0
450.203,1.00,0,1,3,-1.500,0.0
450.232,1.00,0,1,3,-1.500,0.0
450.260,1.00,0,1,3,-1.500,0.0
450.289,1.00,0,1,3,-1.500,0.0
450.317,1.00,0,1,3,-1.500,0.0
450.348,1.00,0,1,3,-1.500,0.0
450.376,1.00,0,1,3,-1.500,0.0
450.404,1.00,0,1,3,-1.500,0.0
450.434,1.00,0,1,3,-1.500,0.0
450.463,1.00,0,1,3,-1.500,0.0
450.491,1.00,0,1,3,-1.500,0.0
450.520,1.00,0,1,3,-1.500,0.0
450.549,1.00,0,1,3,-1.500,0.0
450.577,1.00,0,1,3,-1.500,0.0
450.605,1.00,0,1,3,-1.500,0.0
450.632,1.00,0,1,3,-1.500,0.0
450.661,1.00,0,1,3,-1.500,0.0
450.695,1.00,0,1,3,-1.500,0.0
450.727,1.00,0,1,3,-1.500,0.0
450.755,1.00,0,1,3,-1.500,0.0
450.784,1.00,0,1,3,-1.500,0.0
450.813,1.00,0,1,3,-1.500,0.0
450.841,1.00,0,1,3,-1.500,0.0
450.870,1.00,0,1,3,-1.500,0.0
450.899,1.00,0,1,3,-1.500,0.0
450.928,1.00,0,1,3,-1.500,0.0
450.957,1.00,0,1,3,-1.500,0.0
450.985,1.00,0,1,3,-1.500,0.0
451.014,1.00,0,1,3,-1.500,0.0
451.042,1.00,0,1,3,-1.500,0.0
451.070,1.00,0,1,3,-1.500,0.0
451.098,1.00,0,1,3,-1.500,0.0
451.126,1.00,0,1,3,-1.500,0.0
451.155,1.00,0,1,3,-1.500,0.0
451.183,1.00,0,1,3,-1.500,0.0
451.212,1.00,0,1,3,-1.500,0.0
451.243,1.00,0,1,3,-1.500,0.0
451.273,1.00,0,1,3,-1.500,0.0
451.301,1.00,0,1,3,-1.500,0.0
451.329,1.00,0,1,3,-1.500,0.0
451.358,1.00,0,1,3,-1.500,0.0
451.389,1.00,0,1,3,-1.500,0.0
451.421,1.00,0,1,3,-1.500,0.0
451.452,1.00,0,1,3,-1.500,0.0
451.482,1.00,0,1,3,-1.500,0.0
451.511,1.00,0,1,3,-1.500,0.0
451.539,1.00,0,1,3,-1.500,0.0
451.567,1.00,0,1,3,-1.500,0.0
451.595,1.00,0,1,3,-1.500,0.0
451.623,1.00,0,1,3,-1.500,0.0
451.651,1.00,0,1,3,-1.500,0.0
451.679,1.00,0,1,3,-1.500,0.0
451.707,1.00,0,1,3,-1.500,0.0
451.735,1.00,0,1,3,-1.500,0.0
451.763,1.00,0,1,3,-1.500,0.0
451.792,1.00,0,1,3,-1.500,0.0
451.821,1.00,0,1,3,-1.500,0.0
451.850,1.00,0,1,3,-1.500,0.0
451.878,1.00,0,1,3,-1.500,0.0
451.908,1.00,0,1,3,-1.500,0.0
451.936,1.00,0,1,3,-1.500,0.0
451.964,1.00,0,1,3,-1.500,0.0
451.992,1.00,0,1,3,-1.500,0.0
452.019,1.00,0,1,3,-1.500,0.0
452.047,1.00,0,1,3,-1.500,0.0
452.075,1.00,0,1,3,-1.500,0.0
452.103,1.00,0,1,3,-1.500,0.0
452.131,1.00,0,1,3,-1.500,0.0
452.159,1.00,0,1,3,-1.500,0.0
452.186,1.00,0,1,3,-1.500,0.0
452.214,1.00,0,1,3,-1.500,0.0
452.241,1.00,0,1,3,-1.500,0.0
452.271,1.00,0,1,3,-1.500,0.0
452.298,1.00,0,1,3,-1.500,0.0
452.326,1.00,0,1,3,-1.500,0.0
452.354,1.00,0,1,3,-1.500,0.0
452.382,1.00,0,1,3,-1.500,0.0
452.410,1.00,0,1,3,-1.500,0.0
452.440,1.00,0,1,3,-1.500,0.0
452.468,1.00,0,1,3,-1.500,0.0
452.496,1.00,0,1,3,-1.500,0.0
452.526,1.00,0,1,3,-1.500,0.0
452.556,1.00,0,1,3,-1.500,0.0
452.584,1.00,0,1,3,-1.500,0.0
452.612,1.00,0,1,3,-1.500,0.0
452.640,1.00,0,1,3,-1.500,0.0
452.667,1.00,0,1,3,-1.500,0.0
452.694,1.00,0,1,3,-1.500,0.0
452.722,1.00,0,1,3,-1.500,0.0
452.750,1.00,0,1,3,-1.500,0.0
452.778,1.00,0,1,3,-1.500,0.0
452.806,1.00,0,1,3,-1.500,0.0
452.834,1.00,0,1,3,-1.500,0.0
452.863,1.00,0,1,3,-1.500,0.0
452.890,1.00,0,1,3,-1.500,0.0
452.918,1.00,0,1,3,-1.500,0.0
452.946,1.00,0,1,3,-1.500,0.0
452.974,1.00,0,1,3,-1.500,0.0
453.002,1.00,0,1,3,-1.500,0.0
453.031,1.00,0,1,3,-1.500,0.0
453.060,1.00,0,1,3,-1.500,0.0
453.087,1.00,0,1,3,-1.500,0.0
453.115,1.00,0,1,3,-1.500,0.0
453.143,1.00,0,1,3,-1.500,0.0
453.170,1.00,0,1,3,-1.500,0.0
453.198,1.00,0,1,3,-1.500,0.0
453.225,1.00,0,1,3,-1.500,0.0
453.253,1.00,0,1,3,-1.500,0.0
453.281,1.00,0,1,3,-1.500,0.0
453.308,1.00,0,1,3,-1.500,0.0
453.336,1.00,0,1,3,-1.500,0.0
453.365,1.00,0,1,3,-1.500,0.0
453.392,1.00,0,1,3,-1.500,0.0
453.420,1.00,0,1,3,-1.500,0.0
453.449,1.00,0,1,3,-1.500,0.0
453.476,1.00,0,1,3,-1.500,0.0
453.505,1.00,0,1,3,-1.500,0.0
453.533,1.00,0,1,3,-1.500,0.0
453.562,1.00,0,1,3,-1.500,0.0
453.591,1.00,0,1,3,-1.500,0.0
453.619,1.00,0,1,3,-1.500,0.0
453.647,1.00,0,1,3,-1.500,0.0
453.676,1.00,0,1,3,-1.500,0.0
453.704,1.00,0,1,3,-1.500,0.0
453.732,1.00,0,1,3,-1.500,0.0
453.761,1.00,0,1,3,-1.500,0.0
453.788,1.00,0,1,3,-1.500,0.0
453.816,1.00,0,1,3,-1.500,0.0
453.844,1.00,0,1,3,-1.500,0.0
453.871,1.00,0,1,3,-1.500,0.0
453.899,1.00,0,1,3,-1.500,0.0
453.928,1.00,0,1,3,-1.500,0.0
453.956,1.00,0,1,3,-1.500,0.0
453.984,1.00,0,1,3,-1.500,0.0
454.013,1.00,0,1,3,-1.500,0.0
454.041,1.00,0,1,3,-1.500,0.0
454.068,1.00,0,1,3,-1.500,0.0
454.096,1.00,0,1,3,-1.500,0.0
454.124,1.00,0,1,3,-1.500,0.0
454.153,1.00,0,1,3,-1.500,0.0
454.180,1.00,0,1,3,-1.500,0.0
454.207,1.00,0,1,3,-1.500,0.0
454.235,1.00,0,1,3,-1.500,0.0
454.263,1.00,0,1,3,-1.500,0.0
454.290,1.00,0,1,3,-1.500,0.0
454.318,1.00,0,1,3,-1.500,0.0
454.346,1.00,0,1,3,-1.500,0.0
454.376,1.00,0,1,3,-1.500,0.0
454.403,1.00,0,1,3,-1.500,0.0
454.431,1.00,0,1,3,-1.500,0.0
454.459,1.00,0,1,3,-1.500,0.0
454.487,1.00,0,1,3,-1.500,0.0
454.515,1.00,0,1,3,-1.500,0.0
454.542,1.00,0,1,3,-1.500,0.0
454.570,1.00,0,1,3,-1.500,0.0
454.598,1.00,0,1,3,-1.500,0.0
454.626,1.00,0,1,3,-1.500,0.0
454.653,1.00,0,1,3,-1.500,0.0
454.681,1.00,0,1,3,-1.500,0.0
454.708,1.00,0,1,3,-1.500,0.0
454.736,1.00,0,1,3,-1.500,0.0
454.764,1.00,0,1,3,-1.500,0.0
454.792,1.00,0,1,3,-1.500,0.0
454.820,1.00,0,1,3,-1.500,0.0
454.847,1.00,0,1,3,-1.500,0.0
454.875,1.00,0,1,3,-1.500,0.0
454.902,1.00,0,1,3,-1.500,0.0
454.931,1.00,0,1,3,-1.500,0.0
454.959,1.00,0,1,3,-1.500,0.0
454.986,1.00,0,1,3,-1.500,0.0
455.014,1.00,0,1,3,-1.500,0.0
455.042,1.00,0,1,3,-1.500,0.0
455.069,1.00,0,1,3,-1.500,0.0
455.096,1.00,0,1,3,-1.500,0.0
455.125,1.00,0,1,3,-1.500,0.0
455.153,1.00,0,1,3,-1.500,0.0
455.181,1.00,0,1,3,-1.500,0.0
455.208,1.00,0,1,3,-1.500,0.0
455.236,1.00,0,1,3,-1.500,0.0
455.264,1.00,0,1,3,-1.500,0.0
455.292,1.00,0,1,3,-1.500,0.0
455.320,1.00,0,1,3,-1.500,0.0
455.348,1.00,0,1,3,-1.500,0.0
455.375,1.00,0,1,3,-1.500,0.0
455.403,1.00,0,1,3,-1.500,0.0
455.431,1.00,0,1,3,-1.500,0.0
455.459,1.00,0,1,3,-1.500,0.0
455.486,1.00,0,1,3,-1.500,0.0
455.515,1.00,0,1,3,-1.500,0.0
455.543,1.00,0,1,3,-1.500,0.0
455.571,1.00,0,1,3,-1.500,0.0
455.599,1.00,0,1,3,-1.500,0.0
455.626,1.00,0,1,3,-1.500,0.0
455.654,1.00,0,1,3,-1.500,0.0
455.681,1.00,0,1,3,-1.500,0.0
455.709,1.00,0,1,3,-1.500,0.0
455.739,1.00,0,1,3,-1.500,0.0
455.768,1.00,0,1,3,-1.500,0.0
455.796,1.00,0,1,3,-1.500,0.0
455.824,1.00,0,1,3,-1.500,0.0
455.852,1.00,0,1,3,-1.500,0.0
455.879,1.00,0,1,3,-1.500,0.0
455.907,1.00,0,1,3,-1.500,0.0
455.936,1.00,0,1,3,-1.500,0.0
455.964,1.00,0,1,3,-1.500,0.0
455.991,1.00,0,1,3,-1.500,0.0
456.019,1.00,0,1,3,-1.500,0.0
456.049,1.00,0,1,3,-1.500,0.0
456.077,1.00,0,1,3,-1.500,0.0
456.105,1.00,0,1,3,-1.500,0.0
456.134,1.00,0,1,3,-1.500,0.0
456.161,1.00,0,1,3,-1.500,0.0
456.190,1.00,0,1,3,-1.500,0.0
456.218,1.00,0,1,3,-1.500,0.0
456.245,1.00,0,1,3,-1.500,0.0
456.273,1.00,0,1,3,-1.500,0.0
456.302,1.00,0,1,3,-1.500,0.0
456.330,1.00,0,1,3,-1.500,0.0
456.358,1.00,0,1,3,-1.500,0.0
456.385,1.00,0,1,3,-1.500,0.0
456.414,1.00,0,1,3,-1.500,0.0
456.442,1.00,0,1,3,-1.500,0.0
456.474,1.00,0,1,3,-1.500,0.0
456.506,1.00,0,1,3,-1.500,0.0
456.535,1.00,0,1,3,-1.500,0.0
456.563,1.00,0,1,3,-1.500,0.0
456.590,1.00,0,1,3,-1.500,0.0
456.618,1.00,0,1,3,-1.500,0.0
456.646,1.00,0,1,3,-1.500,0.0
456.674,1.00,0,1,3,-1.500,0.0
456.701,1.00,0,1,3,-1.500,0.0
456.731,1.00,0,1,3,-1.500,0.0
456.758,1.00,0,1,3,-1.500,0.0
456.787,1.00,0,1,3,-1.500,0.0
456.814,1.00,0,1,3,-1.500,0.0
456.842,1.00,0,1,3,-1.500,0.0
456.869,1.00,0,1,3,-1.500,0.0
456.897,1.00,0,1,3,-1.500,0.0
456.926,1.00,0,1,3,-1.500,0.0
456.954,1.00,0,1,3,-1.500,0.0
456.982,1.00,0,1,3,-1.500,0.0
457.011,1.00,0,1,3,-1.500,0.0
457.041,1.00,0,1,3,-1.500,0.0
457.069,1.00,0,1,3,-1.500,0.0
457.097,1.00,0,1,3,-1.500,0.0
457.125,1.00,0,1,3,-1.500,0.0
457.153,1.00,0,1,3,-1.500,0.0
457.181,1.00,0,1,3,-1.500,0.0
457.209,1.00,0,1,3,-1.500,0.0
457.239,1.00,0,1,3,-1.500,0.0
457.267,1.00,0,1,3,-1.500,0.0
457.295,1.00,0,1,3,-1.500,0.0
457.323,1.00,0,1,3,-1.500,0.0
457.354,1.00,0,1,3,-1.500,0.0
457.382,1.00,0,1,3,-1.500,0.0
457.410,1.00,0,1,3,-1.500,0.0
457.439,1.00,0,1,3,-1.500,0.0
457.467,1.00,0,1,3,-1.500,0.0
457.494,1.00,0,1,3,-1.500,0.0
457.522,1.00,0,1,3,-1.500,0.0
457.551,1.00,0,1,3,-1.500,0.0
457.580,1.00,0,1,3,-1.500,0.0
457.607,1.00,0,1,3,-1.500,0.0
457.635,1.00,0,1,3,-1.500,0.0
457.663,1.00,0,1,3,-1.500,0.0
457.691,1.00,0,1,3,-1.500,0.0
457.718,1.00,0,1,3,-1.500,0.0
457.746,1.00,0,1,3,-1.500,0.0
457.774,1.00,0,1,3,-1.500,0.0
457.801,1.00,0,1,3,-1.500,0.0
457.828,1.00,0,1,3,-1.500,0.0
457.856,1.00,0,1,3,-1.500,0.0
457.884,1.00,0,1,3,-1.500,0.0
457.912,1.00,0,1,3,-1.500,0.0
457.940,1.00,0,1,3,-1.500,0.0
457.967,1.00,0,1,3,-1.500,0.0
457.994,1.00,0,1,3,-1.500,0.0
458.023,1.00,0,1,3,-1.500,0.0
458.050,1.00,0,1,3,-1.500,0.0
458.078,1.00,0,1,3,-1.500,0.0
458.105,1.00,0,1,3,-1.500,0.0
458.133,1.00,0,1,3,-1.500,0.0
458.162,1.00,0,1,3,-1.500,0.0
458.190,1.00,0,1,3,-1.500,0.0
458.218,1.00,0,1,3,-1.500,0.0
458.247,1.00,0,1,3,-1.500,0.0
458.276,1.00,0,1,3,-1.500,0.0
458.304,1.00,0,1,3,-1.500,0.0
458.332,1.00,0,1,3,-1.500,0.0
458.360,1.00,0,1,3,-1.500,0.0
458.388,1.00,0,1,3,-1.500,0.0
458.416,1.00,0,1,3,-1.500,0.0
458.446,1.00,0,1,3,-1.500,0.0
458.474,1.00,0,1,3,-1.500,0.0
458.502,1.00,0,1,3,-1.500,0.0
458.530,1.00,0,1,3,-1.500,0.0
