time,alpha,aTgt,bR,bF,engR,engL,tR_n,tL_n,hR_n,hL_n,nx,ny
388.712,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.737,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.761,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.787,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.811,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.834,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.859,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.885,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.911,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.938,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.963,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
388.988,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.017,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.047,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.077,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.106,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.132,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.162,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.188,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.214,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.241,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.268,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.295,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.321,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.346,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.372,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.397,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.423,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.448,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.473,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.503,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.529,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.557,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.584,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.610,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.636,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.664,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.689,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.717,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.742,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.766,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.792,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.818,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.843,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.868,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.894,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.920,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.946,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.970,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
389.997,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.040,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.066,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.094,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.122,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.150,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.175,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.200,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.226,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.251,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.283,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.314,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.344,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.372,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.398,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.423,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.450,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.477,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.503,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.529,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.554,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.585,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.612,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.641,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.665,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.691,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.718,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.744,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.770,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.794,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.821,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.851,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.876,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.902,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.928,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.954,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
390.981,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.006,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.032,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.059,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.085,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.110,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.134,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.160,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.185,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.210,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.235,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.260,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.287,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.315,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.342,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.371,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.397,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.428,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.457,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.484,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.514,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.540,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.567,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.598,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.626,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.654,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.685,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.716,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.742,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.768,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.795,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.820,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.845,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.872,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.898,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.922,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.948,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
391.974,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.000,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.026,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.058,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.088,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.116,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.142,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.167,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.194,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.220,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.245,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.270,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.296,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.320,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.345,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.371,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.397,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.423,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.447,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.472,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.499,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.524,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.550,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.575,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.602,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.626,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.651,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.677,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.704,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.732,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.759,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.785,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.809,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.834,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.860,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.886,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.911,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.940,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
392.972,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.001,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.027,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.053,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.078,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.105,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.131,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.157,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.183,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.209,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.236,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.262,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.290,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.328,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.356,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.382,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.410,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.437,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.464,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.492,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.519,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.545,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.573,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.600,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.625,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.651,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.677,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.704,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.735,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.768,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.794,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.821,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.847,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.874,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.902,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.929,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.956,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
393.982,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.009,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.036,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.068,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.098,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.124,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.150,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.176,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.203,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.229,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.255,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.281,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.308,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.333,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.359,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.386,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.412,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.438,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.466,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.493,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.519,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.546,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.571,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.599,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.625,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.651,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.677,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.704,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.732,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.758,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.783,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.809,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.834,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.861,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.887,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.913,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.937,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.962,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
394.989,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.014,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.040,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.066,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.093,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.120,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.146,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.172,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.198,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.224,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.249,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.274,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.300,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.326,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.352,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.377,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.402,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.429,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.456,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.491,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.518,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.546,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.572,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.600,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.625,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.651,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.677,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
395.708,1.00,1.00,1,1,1.00,1.00,12002.5,12002.5,12002.5,12002.5,-1.00,0.00
