time,alpha,aTgt,bR,bF,engR,engL,tR_n,tL_n,hR_n,hL_n,nx,ny
652.034,0.00,1.00,0,0,0.43,0.97,12005.2,12026.3,12031.0,12000.0,-1.00,0.00
652.066,0.00,1.00,0,0,0.32,0.97,12003.7,12026.6,12030.4,12006.6,-1.00,0.00
652.096,0.00,1.00,0,0,0.24,0.98,12002.9,12026.8,12031.3,12010.2,-1.00,0.00
652.127,0.00,1.00,0,0,0.18,0.99,12002.5,12026.9,12031.5,12012.7,-1.00,0.00
652.157,0.00,1.00,0,0,0.14,0.99,12002.3,12026.9,12034.5,12012.4,-1.00,0.00
652.190,0.00,0.00,0,0,0.10,0.99,12002.1,12027.0,12038.8,12009.6,-1.00,0.00
652.222,0.00,1.00,0,0,0.08,0.99,12002.1,12027.0,12042.1,12006.2,-1.00,0.00
652.252,0.00,1.00,0,0,0.06,1.00,12002.0,12027.0,12043.4,12003.0,-1.00,0.00
652.282,0.00,1.00,0,0,0.04,1.00,12002.0,12027.0,12041.7,12001.0,-1.00,0.00
652.313,0.00,1.00,0,0,0.03,1.00,12002.0,12027.0,12038.2,12000.5,-1.00,0.00
652.343,0.00,1.00,0,0,0.02,1.00,12002.0,12027.0,12033.5,12001.9,-1.00,0.00
652.373,0.00,1.00,0,0,0.02,1.00,12002.0,12027.0,12028.9,12004.3,-1.00,0.00
652.404,0.00,1.00,0,0,0.01,1.00,12002.0,12027.0,12025.6,12007.0,-1.00,0.00
652.435,0.00,1.00,0,0,0.01,1.00,12002.0,12027.0,12024.4,12008.7,-1.00,0.00
652.465,0.00,1.00,0,0,0.01,1.00,12002.0,12027.0,12025.5,12007.6,-1.00,0.00
652.495,0.00,0.00,0,0,0.01,1.00,12002.0,12027.0,12027.5,12004.7,-1.00,0.00
652.525,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12030.4,12001.3,-1.00,0.00
652.555,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12034.1,11998.6,-1.00,0.00
652.584,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12038.2,11998.0,-1.00,0.00
652.614,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12042.2,12000.5,-1.00,0.00
652.645,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12044.3,12003.7,-1.00,0.00
652.674,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12045.1,12006.4,-1.00,0.00
652.705,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12045.4,12008.4,-1.00,0.00
652.735,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12045.8,12010.1,-1.00,0.00
652.765,0.00,1.00,0,0,0.00,1.00,12002.0,12027.0,12046.4,12011.8,-1.00,0.00
652.795,0.03,1.00,0,0,0.00,1.00,12002.0,12027.0,12047.2,12012.5,-1.00,0.00
652.825,0.06,1.00,0,0,0.00,1.00,12002.0,12026.9,12046.7,12013.1,-1.00,0.00
652.857,0.09,1.00,0,0,0.00,1.00,12002.0,12026.9,12044.9,12012.8,-1.00,0.00
652.887,0.12,1.00,0,0,0.00,1.00,12002.0,12026.8,12042.0,12012.2,-1.00,0.00
652.916,0.14,1.00,0,0,0.00,1.00,12002.0,12026.6,12038.6,12011.6,-1.00,0.00
652.946,0.17,1.00,0,0,0.00,1.00,12002.0,12026.5,12034.9,12011.2,-1.00,0.00
652.977,0.19,1.00,0,0,0.00,1.00,12002.0,12026.3,12031.7,12010.9,-1.00,0.00
653.006,0.22,1.00,0,0,0.00,1.00,12002.0,12026.1,12029.2,12000.1,-1.00,0.00
653.036,0.24,1.00,0,0,0.00,1.00,12002.0,12025.8,12027.5,12002.2,-1.00,0.00
653.066,0.26,1.00,0,0,0.00,1.00,12002.0,12025.6,12026.1,12003.8,-1.00,0.00
653.097,0.29,1.00,0,0,0.00,1.00,12002.0,12025.3,12024.7,12003.5,-1.00,0.00
653.127,0.31,1.00,0,0,0.00,1.00,12002.0,12025.0,12024.0,12001.7,-1.00,0.00
653.158,0.33,1.00,0,0,0.00,1.00,12002.0,12024.7,12024.7,11998.7,-1.00,0.00
653.189,0.35,1.00,0,0,0.00,1.00,12002.0,12024.3,12026.8,11995.2,-1.00,0.00
653.223,0.37,1.00,0,0,0.00,1.00,12002.0,12023.9,12031.5,11991.6,-1.00,0.00
653.253,0.39,1.00,0,0,0.00,1.00,12002.0,12023.6,12037.0,11990.5,-1.00,0.00
653.283,0.41,1.00,0,0,0.00,1.00,12002.0,12023.2,12041.4,11990.7,-1.00,0.00
653.313,0.43,1.00,0,0,0.00,1.00,12002.0,12022.9,12043.8,11991.3,-1.00,0.00
653.343,0.44,1.00,0,0,0.00,1.00,12002.0,12022.5,12044.4,12031.8,-1.00,0.00
653.372,0.46,1.00,0,0,0.00,1.00,12002.0,12022.2,12043.8,12030.4,-1.00,0.00
653.401,0.48,1.00,0,0,0.00,1.00,12002.0,12022.0,12042.8,12029.6,-1.00,0.00
653.431,0.49,1.00,0,0,0.00,1.00,12002.0,12021.5,12042.2,12029.5,-1.00,0.00
653.461,0.51,1.00,0,0,0.00,1.00,12002.0,12021.1,12041.7,11993.7,-1.00,0.00
653.491,0.52,1.00,0,0,0.00,1.00,12002.0,12020.7,12041.5,11993.8,-1.00,0.00
653.521,0.54,1.00,0,0,0.00,1.00,12002.0,12020.3,12041.2,11994.0,-1.00,0.00
653.552,0.55,1.00,0,0,0.00,1.00,12002.0,12019.9,12040.5,11993.5,-1.00,0.00
653.582,0.56,1.00,0,0,0.00,1.00,12002.0,12019.5,12038.8,11993.4,-1.00,0.00
653.612,0.58,1.00,0,0,0.00,1.00,12002.0,12019.1,12035.5,11993.5,-1.00,0.00
653.641,0.59,1.00,0,0,0.00,1.00,12002.0,12018.8,12031.9,11995.4,-1.00,0.00
653.671,0.60,1.00,0,0,0.00,1.00,12002.0,12018.4,12029.7,11997.6,-1.00,0.00
653.700,0.61,1.00,0,0,0.00,1.00,12002.0,12018.0,12028.7,12000.4,-1.00,0.00
653.730,0.62,1.00,0,0,0.00,1.00,12002.0,12017.7,12028.1,12003.3,-1.00,0.00
653.759,0.64,1.00,0,0,0.00,1.00,12002.0,12017.3,12027.5,12006.0,-1.00,0.00
653.789,0.65,1.00,0,0,0.00,1.00,12002.0,12017.0,12026.6,12007.7,-1.00,0.00
653.818,0.66,1.00,0,0,0.00,1.00,12002.0,12016.6,12025.5,12008.4,-1.00,0.00
653.848,0.67,1.00,0,0,0.00,1.00,12002.0,12016.3,12024.2,12008.3,-1.00,0.00
653.878,0.68,1.00,0,0,0.00,1.00,12002.0,12016.0,12023.2,12008.0,-1.00,0.00
653.909,0.69,1.00,0,0,0.00,1.00,12002.0,12015.6,12022.6,12007.3,-1.00,0.00
653.940,0.70,1.00,0,0,0.00,1.00,12002.0,12015.3,12023.0,12006.1,-1.00,0.00
653.970,0.71,1.00,0,0,0.00,1.00,12002.0,12014.9,12025.1,12004.4,-1.00,0.00
653.999,0.71,1.00,0,0,0.00,1.00,12002.0,12014.6,12028.5,12002.4,-1.00,0.00
654.029,0.72,1.00,0,0,0.00,1.00,12002.0,12014.3,12032.8,12001.3,-1.00,0.00
654.059,0.73,1.00,0,0,0.00,1.00,12002.0,12014.1,12037.1,12000.9,-1.00,0.00
654.089,0.74,1.00,0,0,0.00,1.00,12002.0,12013.8,12040.4,12001.4,-1.00,0.00
654.120,0.75,1.00,0,0,0.00,1.00,12002.0,12013.6,12042.4,12002.0,-1.00,0.00
654.150,0.75,1.00,0,0,0.00,1.00,12002.0,12013.2,12043.6,12002.7,-1.00,0.00
654.180,0.76,1.00,0,0,0.00,1.00,12002.0,12012.9,12043.9,12002.8,-1.00,0.00
654.211,0.77,1.00,0,0,0.00,1.00,12002.0,12012.6,12043.5,12002.3,-1.00,0.00
654.241,0.78,1.00,0,0,0.00,1.00,12002.0,12012.3,12042.7,12002.2,-1.00,0.00
654.272,0.78,1.00,0,0,0.00,1.00,12002.0,12012.0,12041.7,12001.6,-1.00,0.00
654.303,0.79,1.00,0,0,0.00,1.00,12002.0,12011.7,12040.3,12001.3,-1.00,0.00
654.333,0.80,1.00,0,0,0.00,1.00,12002.0,12011.4,12038.0,12000.4,-1.00,0.00
654.364,0.80,1.00,0,1,0.00,1.00,12002.2,12011.4,12031.9,11999.6,-1.00,0.00
654.396,0.81,1.00,0,1,0.25,1.00,12013.3,12011.3,12012.0,11999.7,-1.00,0.00
654.428,0.82,1.00,1,1,0.45,1.00,12017.8,12011.1,12002.3,12001.8,-1.00,0.00
654.460,0.09,1.00,1,1,0.59,1.00,12022.4,12018.8,12002.7,12004.6,-1.00,0.00
654.490,0.01,1.00,1,1,0.69,1.00,12024.7,12022.8,12012.1,12007.1,-1.00,0.00
654.521,0.00,1.00,1,1,0.76,1.00,12026.0,12024.9,12021.9,12004.9,-1.00,0.00
654.554,0.00,1.00,1,0,0.83,1.00,12027.0,12014.0,12026.3,12002.3,-1.00,0.00
654.585,0.00,1.00,1,0,0.87,0.75,12027.4,12008.9,12023.5,12008.1,-1.00,0.00
654.616,0.00,1.00,1,0,0.90,0.57,12027.7,12006.1,12023.4,12014.7,-1.00,0.00
654.647,0.00,1.00,1,0,0.93,0.43,12027.8,12004.7,12027.3,12020.6,-1.00,0.00
654.677,0.00,1.00,1,0,0.94,0.32,12027.9,12003.9,12030.5,12025.3,-1.00,0.00
654.706,0.00,1.00,1,0,0.96,0.25,12027.9,12003.5,12030.0,12029.9,-1.00,0.00
654.738,0.00,1.00,1,0,0.97,0.19,12028.0,12003.3,12029.1,12032.9,-1.00,0.00
654.767,0.00,1.00,1,0,0.98,0.14,12028.0,12003.1,12026.1,12035.8,-1.00,0.00
654.797,0.00,1.00,1,0,0.98,0.11,12028.0,12003.1,12021.4,12038.4,-1.00,0.00
654.827,0.00,1.00,1,0,0.99,0.08,12028.0,12003.0,12014.6,12041.1,-1.00,0.00
654.857,0.00,1.00,1,0,0.99,0.06,12028.0,12003.0,12008.0,12041.9,-1.00,0.00
654.889,0.00,1.00,1,0,0.99,0.05,12028.0,12003.0,12003.9,12040.7,-1.00,0.00
654.919,0.00,1.00,1,0,0.99,0.04,12028.0,12003.0,12001.9,12037.9,-1.00,0.00
654.949,0.00,1.00,1,0,1.00,0.03,12028.0,12003.0,12002.3,12034.0,-1.00,0.00
654.978,0.00,1.00,1,0,1.00,0.02,12028.0,12003.0,12004.2,12030.0,-1.00,0.00
655.008,0.00,1.00,1,0,1.00,0.02,12028.0,12003.0,12006.2,12027.6,-1.00,0.00
655.038,0.00,1.00,1,0,1.00,0.01,12028.0,12003.0,12006.5,12027.6,-1.00,0.00
655.068,0.00,1.00,1,0,1.00,0.01,12028.0,12003.0,12004.7,12029.0,-1.00,0.00
655.098,0.00,1.00,1,0,1.00,0.01,12028.0,12003.0,12001.9,12031.5,-1.00,0.00
655.127,0.00,1.00,1,0,1.00,0.01,12028.0,12003.0,11999.4,12034.8,-1.00,0.00
655.159,0.00,0.00,1,0,1.00,0.00,12028.0,12003.0,11998.8,12038.9,-1.00,0.00
655.189,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12001.1,12042.4,-1.00,0.00
655.219,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12003.9,12044.1,-1.00,0.00
655.249,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12005.2,12045.3,-1.00,0.00
655.279,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12007.8,12045.0,-1.00,0.00
655.307,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12009.4,12045.4,-1.00,0.00
655.338,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12010.8,12046.1,-1.00,0.00
655.368,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12011.3,12046.9,-1.00,0.00
655.397,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12010.8,12047.2,-1.00,0.00
655.428,0.00,1.00,1,0,1.00,0.00,12028.0,12003.0,12009.2,12046.4,-1.00,0.00
655.458,0.03,1.00,1,0,1.00,0.00,12028.0,12003.0,12007.0,12044.5,-1.00,0.00
655.488,0.06,1.00,1,0,1.00,0.00,12027.9,12003.0,12006.8,12040.4,-1.00,0.00
655.517,0.09,1.00,1,0,1.00,0.00,12027.9,12003.0,12007.1,12036.0,-1.00,0.00
655.546,0.11,1.00,1,0,1.00,0.00,12027.9,12003.0,12007.8,12032.1,-1.00,0.00
655.576,0.14,1.00,1,0,1.00,0.00,12027.7,12003.0,12002.3,12029.0,-1.00,0.00
655.605,0.16,1.00,1,0,1.00,0.00,12027.5,12003.0,12004.1,12027.0,-1.00,0.00
655.634,0.19,1.00,1,0,1.00,0.00,12027.3,12003.0,12005.4,12025.3,-1.00,0.00
655.666,0.21,1.00,1,0,1.00,0.00,12027.1,12003.0,12005.3,12023.5,-1.00,0.00
655.697,0.24,1.00,1,0,1.00,0.00,12026.9,12003.0,12004.0,12022.6,-1.00,0.00
655.727,0.26,1.00,1,0,1.00,0.00,12026.6,12003.0,12001.3,12022.9,-1.00,0.00
655.757,0.28,1.00,1,0,1.00,0.00,12026.3,12003.0,11998.0,12024.6,-1.00,0.00
655.788,0.31,1.00,1,0,1.00,0.00,12026.0,12003.0,11994.3,12028.3,-1.00,0.00
655.819,0.33,1.00,1,0,1.00,0.00,12025.7,12003.0,11991.8,12033.9,-1.00,0.00
655.849,0.35,1.00,1,0,1.00,0.00,12025.4,12003.0,11990.8,12039.0,-1.00,0.00
655.879,0.37,1.00,1,0,1.00,0.00,12025.0,12003.0,11990.7,12042.0,-1.00,0.00
655.908,0.39,1.00,1,0,1.00,0.00,12024.7,12003.0,12029.6,12043.2,-1.00,0.00
655.938,0.40,1.00,1,0,1.00,0.00,12024.3,12003.0,12028.4,12042.9,-1.00,0.00
655.967,0.42,1.00,1,0,1.00,0.00,12024.0,12003.0,12027.7,12042.2,-1.00,0.00
655.997,0.44,1.00,1,0,1.00,0.00,12023.6,12003.0,12027.6,12041.5,-1.00,0.00
656.027,0.46,1.00,1,0,1.00,0.00,12023.3,12003.0,12027.9,12040.9,-1.00,0.00
656.056,0.47,1.00,1,0,1.00,0.00,12022.9,12003.0,12028.1,12040.6,-1.00,0.00
656.085,0.49,1.00,1,0,1.00,0.00,12022.5,12003.0,11991.8,12040.3,-1.00,0.00
656.116,0.50,1.00,1,0,1.00,0.00,12022.1,12003.0,11991.6,12039.8,-1.00,0.00
656.146,0.52,1.00,1,0,1.00,0.00,12021.8,12003.0,11991.7,12038.3,-1.00,0.00
656.176,0.53,1.00,1,0,1.00,0.00,12021.4,12003.0,11992.0,12035.2,-1.00,0.00
656.208,0.55,1.00,1,0,1.00,0.00,12021.0,12003.0,11993.6,12031.1,-1.00,0.00
656.240,0.56,1.00,1,0,1.00,0.00,12020.6,12003.0,11998.0,12028.1,-1.00,0.00
656.270,0.57,1.00,1,0,1.00,0.00,12020.2,12003.0,12000.1,12026.7,-1.00,0.00
656.300,0.59,1.00,1,0,1.00,0.00,12019.8,12003.0,12003.5,12026.1,-1.00,0.00
656.329,0.60,1.00,1,0,1.00,0.00,12019.5,12003.0,12006.6,12025.7,-1.00,0.00
656.359,0.61,1.00,1,0,1.00,0.00,12019.1,12003.0,12008.3,12025.0,-1.00,0.00
656.388,0.62,1.00,1,0,1.00,0.00,12018.7,12003.0,12009.3,12024.0,-1.00,0.00
656.419,0.63,1.00,1,0,1.00,0.00,12018.4,12003.0,12009.1,12022.9,-1.00,0.00
656.450,0.65,1.00,1,0,1.00,0.00,12018.0,12003.0,12009.0,12022.0,-1.00,0.00
656.480,0.66,1.00,1,0,1.00,0.00,12017.7,12003.0,12008.6,12021.5,-1.00,0.00
656.510,0.67,1.00,1,0,1.00,0.00,12017.3,12003.0,12007.4,12021.7,-1.00,0.00
656.539,0.68,1.00,1,0,1.00,0.00,12017.0,12003.0,12005.5,12023.6,-1.00,0.00
656.569,0.69,1.00,1,0,1.00,0.00,12016.6,12003.0,12004.2,12025.4,-1.00,0.00
656.599,0.70,1.00,1,0,1.00,0.00,12016.3,12003.0,12001.5,12029.4,-1.00,0.00
656.628,0.70,1.00,1,0,1.00,0.00,12016.0,12003.0,12000.9,12034.9,-1.00,0.00
656.657,0.71,1.00,1,0,1.00,0.00,12015.7,12003.0,12002.5,12040.8,-1.00,0.00
656.688,0.72,1.00,1,0,1.00,0.00,12015.3,12003.0,12005.6,12047.6,-1.00,0.00
656.718,0.73,1.00,1,0,1.00,0.00,12015.2,12003.0,12007.3,12054.3,-1.00,0.00
656.748,0.74,1.00,1,0,1.00,0.00,12014.8,12003.0,12006.5,12059.1,-1.00,0.00
656.779,0.75,1.00,1,0,1.00,0.00,12014.5,12003.0,12005.1,12061.3,-1.00,0.00
656.808,0.75,1.00,1,0,1.00,0.00,12014.3,12003.0,12004.6,12062.0,-1.00,0.00
656.842,0.76,1.00,1,0,1.00,0.00,12014.0,12003.0,12004.6,12062.2,-1.00,0.00
656.873,0.77,1.00,1,0,1.00,0.00,12013.6,12003.0,12005.0,12062.2,-1.00,0.00
656.902,0.78,1.00,1,0,1.00,0.00,12013.3,12003.0,12005.3,12061.9,-1.00,0.00
656.933,0.78,1.00,1,0,1.00,0.00,12013.0,12003.0,12005.9,12061.2,-1.00,0.00
656.962,0.79,1.00,1,0,1.00,0.00,12012.8,12003.0,12006.5,12059.8,-1.00,0.00
656.992,0.80,1.00,1,0,1.00,0.00,12012.5,12003.0,12006.9,12057.8,-1.00,0.00
657.020,0.80,1.00,1,0,1.00,0.00,12012.3,12003.0,12007.0,12055.5,-1.00,0.00
657.052,0.81,1.00,1,0,1.00,0.00,12012.0,12003.0,12007.2,12052.6,-1.00,0.00
657.081,0.81,1.00,1,0,1.00,0.00,12011.8,12003.0,12007.3,12049.8,-1.00,0.00
657.110,0.82,1.00,1,0,1.00,0.00,12011.5,12003.0,12007.3,12046.5,-1.00,0.00
657.141,0.82,1.00,1,0,1.00,0.00,12011.3,12003.0,12007.3,12042.8,-1.00,0.00
657.173,0.83,1.00,1,0,1.00,0.00,12011.0,12003.0,12007.2,12038.8,-1.00,0.00
657.201,0.83,1.00,1,0,1.00,0.00,12010.8,12003.0,12007.2,12035.3,-1.00,0.00
657.231,0.84,1.00,1,0,1.00,0.00,12010.6,12003.0,12007.2,12032.1,-1.00,0.00
657.261,0.84,1.00,1,0,1.00,0.00,12010.4,12003.0,12007.1,12029.3,-1.00,0.00
657.291,0.85,1.00,1,0,1.00,0.00,12010.2,12003.0,12006.9,12027.0,-1.00,0.00
657.323,0.85,1.00,1,0,1.00,0.00,12010.0,12003.0,12006.7,12025.1,-1.00,0.00
657.351,0.86,1.00,1,0,1.00,0.00,12009.8,12003.0,12006.4,12023.7,-1.00,0.00
657.384,0.86,1.00,1,0,1.00,0.00,12009.6,12003.0,12006.1,12022.6,-1.00,0.00
657.420,0.87,1.00,1,0,1.00,0.00,12009.4,12003.0,12005.8,12021.9,-1.00,0.00
657.450,0.87,1.00,1,0,1.00,0.00,12009.2,12003.0,12005.4,12021.6,-1.00,0.00
657.480,0.88,1.00,1,0,1.00,0.00,12009.0,12003.0,12005.1,12021.5,-1.00,0.00
657.509,0.88,1.00,1,0,1.00,0.00,12008.9,12003.0,12004.9,12021.6,-1.00,0.00
657.539,0.88,1.00,1,0,1.00,0.00,12008.7,12003.0,12004.6,12021.9,-1.00,0.00
657.568,0.89,1.00,1,0,1.00,0.00,12008.6,12003.0,12004.4,12022.6,-1.00,0.00
657.600,0.89,1.00,1,0,1.00,0.00,12008.4,12003.0,12004.3,12023.6,-1.00,0.00
657.631,0.89,1.00,1,0,1.00,0.00,12008.2,12003.0,12004.2,12024.8,-1.00,0.00
657.661,0.90,1.00,1,0,1.00,0.00,12008.1,12003.0,12004.2,12026.1,-1.00,0.00
657.691,0.90,1.00,1,0,1.00,0.00,12007.9,12003.0,12004.1,12027.4,-1.00,0.00
657.722,0.90,1.00,1,0,1.00,0.00,12007.8,12003.0,12004.1,12029.0,-1.00,0.00
657.753,0.91,1.00,1,0,1.00,0.00,12007.7,12003.0,12004.0,12030.5,-1.00,0.00
657.784,0.91,1.00,1,0,1.00,0.00,12007.5,12003.0,12004.0,12032.2,-1.00,0.00
657.813,0.91,1.00,1,0,1.00,0.00,12007.4,12003.0,12004.0,12033.6,-1.00,0.00
657.846,0.91,1.00,1,0,1.00,0.00,12007.2,12003.0,12003.9,12035.1,-1.00,0.00
657.875,0.92,1.00,1,0,1.00,0.00,12007.1,12003.0,12003.9,12036.5,-1.00,0.00
657.905,0.92,1.00,1,0,1.00,0.00,12007.0,12003.0,12003.9,12037.7,-1.00,0.00
657.934,0.92,1.00,1,0,1.00,0.00,12006.9,12003.0,12003.9,12038.9,-1.00,0.00
657.964,0.92,1.00,1,0,1.00,0.00,12006.8,12003.0,12003.8,12039.9,-1.00,0.00
658.001,0.93,1.00,1,0,1.00,0.00,12006.6,12003.0,12003.8,12041.0,-1.00,0.00
658.039,0.93,1.00,1,0,1.00,0.00,12006.5,12003.0,12003.8,12041.8,-1.00,0.00
658.073,0.93,1.00,1,0,1.00,0.00,12006.4,12003.0,12003.8,12042.3,-1.00,0.00
658.102,0.93,1.00,1,0,1.00,0.00,12006.3,12003.0,12003.8,12042.5,-1.00,0.00
658.131,0.94,1.00,1,0,1.00,0.00,12006.2,12003.0,12003.8,12042.5,-1.00,0.00
658.162,0.94,1.00,1,0,1.00,0.00,12006.1,12003.0,12003.8,12042.3,-1.00,0.00
658.195,0.94,1.00,1,0,1.00,0.00,12006.0,12003.0,12003.8,12041.8,-1.00,0.00
658.225,0.94,1.00,1,0,1.00,0.00,12005.9,12003.0,12003.7,12041.1,-1.00,0.00
658.256,0.94,1.00,1,0,1.00,0.00,12005.8,12003.0,12003.7,12040.4,-1.00,0.00
658.294,0.95,1.00,1,0,1.00,0.00,12005.7,12003.0,12003.7,12039.3,-1.00,0.00
658.323,0.95,1.00,1,0,1.00,0.00,12005.7,12003.0,12003.6,12038.3,-1.00,0.00
658.355,0.95,1.00,1,0,1.00,0.00,12005.6,12003.0,12003.6,12037.1,-1.00,0.00
658.385,0.95,1.00,1,0,1.00,0.00,12005.5,12003.0,12003.6,12036.0,-1.00,0.00
658.415,0.95,1.00,1,0,1.00,0.00,12005.4,12003.0,12003.6,12035.0,-1.00,0.00
658.445,0.95,1.00,1,0,1.00,0.00,12005.4,12003.0,12003.5,12034.0,-1.00,0.00
658.475,0.95,1.00,1,0,1.00,0.00,12005.3,12003.0,12003.5,12033.1,-1.00,0.00
658.505,0.96,1.00,1,0,1.00,0.00,12005.2,12003.0,12003.5,12032.3,-1.00,0.00
658.536,0.96,1.00,1,0,1.00,0.00,12005.2,12003.0,12003.5,12031.8,-1.00,0.00
658.565,0.96,1.00,1,0,1.00,0.00,12005.1,12003.0,12003.5,12031.3,-1.00,0.00
658.595,0.96,1.00,1,0,1.00,0.00,12005.0,12003.0,12003.4,12031.0,-1.00,0.00
658.625,0.96,1.00,1,0,1.00,0.00,12005.0,12003.0,12003.4,12030.7,-1.00,0.00
658.656,0.96,1.00,1,0,1.00,0.00,12004.9,12003.0,12003.4,12030.6,-1.00,0.00
658.685,0.96,1.00,1,0,1.00,0.00,12004.9,12003.0,12003.4,12030.7,-1.00,0.00
658.718,0.96,1.00,1,0,1.00,0.00,12004.8,12003.0,12003.4,12030.9,-1.00,0.00
658.750,0.97,1.00,1,0,1.00,0.00,12004.7,12003.0,12003.4,12031.2,-1.00,0.00
658.779,0.97,1.00,1,0,1.00,0.00,12004.7,12003.0,12003.4,12031.6,-1.00,0.00
658.808,0.97,1.00,1,0,1.00,0.00,12004.6,12003.0,12003.4,12032.0,-1.00,0.00
658.837,0.97,1.00,1,0,1.00,0.00,12004.6,12003.0,12003.3,12032.5,-1.00,0.00
658.868,0.97,1.00,1,0,1.00,0.00,12004.5,12003.0,12003.3,12033.0,-1.00,0.00
658.898,0.97,1.00,1,0,1.00,0.00,12004.5,12003.0,12003.3,12033.5,-1.00,0.00
658.926,0.97,1.00,1,0,1.00,0.00,12004.5,12003.0,12003.3,12034.0,-1.00,0.00
658.958,0.97,1.00,1,0,1.00,0.00,12004.4,12003.0,12003.3,12034.6,-1.00,0.00
659.004,0.97,1.00,1,0,1.00,0.00,12004.3,12003.0,12003.3,12035.4,-1.00,0.00
659.033,0.97,1.00,1,0,1.00,0.00,12004.3,12003.0,12003.3,12035.9,-1.00,0.00
659.063,0.98,1.00,1,0,1.00,0.00,12004.3,12003.0,12003.3,12036.2,-1.00,0.00
659.095,0.98,1.00,1,0,1.00,0.00,12004.2,12003.0,12003.3,12036.6,-1.00,0.00
659.124,0.98,1.00,1,0,1.00,0.00,12004.2,12003.0,12003.3,12036.8,-1.00,0.00
659.153,0.98,1.00,1,0,1.00,0.00,12004.2,12003.0,12003.3,12037.1,-1.00,0.00
659.153,0.98,1.00,1,0,1.00,0.00,12004.2,12003.0,12003.3,12037.1,-1.00,0.00
659.180,0.98,1.00,1,0,1.00,0.00,12004.1,12003.0,12003.3,12037.3,-1.00,0.00
659.222,0.98,1.00,1,0,1.00,0.00,12004.1,12003.0,12003.3,12037.6,-1.00,0.00
659.254,0.98,1.00,1,0,1.00,0.00,12004.1,12003.0,12003.3,12037.8,-1.00,0.00
659.286,0.98,1.00,1,0,1.00,0.00,12004.0,12003.0,12003.3,12037.9,-1.00,0.00
659.321,0.98,1.00,1,0,1.00,0.00,12004.0,12003.0,12003.3,12038.1,-1.00,0.00
659.351,0.98,1.00,1,0,1.00,0.00,12003.9,12003.0,12003.2,12038.2,-1.00,0.00
659.381,0.98,1.00,1,0,1.00,0.00,12003.9,12003.0,12003.2,12038.2,-1.00,0.00
659.414,0.98,1.00,1,0,1.00,0.00,12003.9,12003.0,12003.2,12038.3,-1.00,0.00
659.445,0.98,1.00,1,0,1.00,0.00,12003.9,12003.0,12003.2,12038.3,-1.00,0.00
659.477,0.98,1.00,1,0,1.00,0.00,12003.8,12003.0,12003.2,12038.3,-1.00,0.00
659.508,0.98,1.00,1,0,1.00,0.00,12003.8,12003.0,12003.2,12038.4,-1.00,0.00
659.538,0.98,1.00,1,0,1.00,0.00,12003.8,12003.0,12003.2,12038.4,-1.00,0.00
659.576,0.99,1.00,1,0,1.00,0.00,12003.8,12003.0,12003.2,12038.4,-1.00,0.00
659.607,0.99,1.00,1,0,1.00,0.00,12003.7,12003.0,12003.2,12038.3,-1.00,0.00
659.638,0.99,1.00,1,0,1.00,0.00,12003.7,12003.0,12003.2,12038.3,-1.00,0.00
659.668,0.99,1.00,1,0,1.00,0.00,12003.7,12003.0,12003.2,12038.2,-1.00,0.00
659.699,0.99,1.00,1,0,1.00,0.00,12003.7,12003.0,12003.2,12038.2,-1.00,0.00
659.731,0.99,1.00,1,0,1.00,0.00,12003.6,12003.0,12003.2,12038.1,-1.00,0.00
659.762,0.99,1.00,1,0,1.00,0.00,12003.6,12003.0,12003.2,12038.0,-1.00,0.00
659.794,0.99,1.00,1,0,1.00,0.00,12003.6,12003.0,12003.2,12037.9,-1.00,0.00
659.824,0.99,1.00,1,0,1.00,0.00,12003.6,12003.0,12003.2,12037.8,-1.00,0.00
659.867,0.99,1.00,1,0,1.00,0.00,12003.6,12003.0,12003.2,12037.7,-1.00,0.00
659.897,0.99,1.00,1,0,1.00,0.00,12003.5,12003.0,12003.1,12037.7,-1.00,0.00
659.926,0.99,1.00,1,0,1.00,0.00,12003.5,12003.0,12003.1,12037.6,-1.00,0.00
659.957,0.99,1.00,1,0,1.00,0.00,12003.5,12003.0,12003.1,12037.6,-1.00,0.00
659.987,0.99,1.00,1,0,1.00,0.00,12003.5,12003.0,12003.1,12037.6,-1.00,0.00
660.017,0.99,1.00,1,0,1.00,0.00,12003.5,12003.0,12003.1,12037.6,-1.00,0.00
