time,alpha,bF,bR,walkMode,sideRotW,palmDotR,palmDotL,fingDotR
56.554,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.586,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.617,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.647,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.679,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.711,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.742,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.774,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.805,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.842,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.876,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.910,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.942,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
56.975,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.006,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.037,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.069,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.100,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.133,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.164,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.195,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.225,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.256,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.287,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.319,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.350,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.382,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.412,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.444,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.476,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.507,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.539,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.571,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.603,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.634,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.665,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.695,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.727,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.761,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.793,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.824,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.855,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.887,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.919,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.950,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
57.980,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
58.011,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
58.043,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
58.074,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
58.106,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
58.139,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
58.170,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
58.201,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
58.232,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
58.266,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
58.298,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
58.329,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
58.361,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
58.393,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
58.424,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
58.455,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
58.487,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
58.518,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
58.550,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
58.581,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
58.614,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
58.652,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.684,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.717,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.749,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.780,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.810,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.842,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.874,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.905,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.938,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.969,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
58.999,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
59.031,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.062,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.093,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.125,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.156,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.188,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.219,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.251,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.282,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.314,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.345,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.376,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.407,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.440,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.472,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
59.504,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
59.535,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
59.566,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
59.596,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
59.632,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
59.667,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
59.699,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
59.731,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
59.761,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
59.793,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
59.825,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
59.858,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
59.889,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
59.922,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
59.953,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
59.984,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.015,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.045,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.076,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.106,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.139,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.169,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.201,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.231,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.268,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.299,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.330,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.361,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.391,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.424,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.455,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.487,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.519,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.551,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.583,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.614,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.645,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.676,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
60.707,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
60.738,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
60.769,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
60.800,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
60.831,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
60.862,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
60.894,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
60.926,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
60.958,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
60.991,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.023,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.054,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.086,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.117,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.149,1.00,0,0,3,-0.500,-0.87,-1.00,0.32
61.180,1.00,0,0,3,-0.500,-0.87,-1.00,0.32
61.212,1.00,0,0,3,-0.500,-0.87,-1.00,0.32
61.243,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.273,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.304,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.335,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
61.366,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
61.397,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
61.428,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
61.459,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.489,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.520,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.551,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.582,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.613,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.644,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.676,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.707,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.738,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.771,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.803,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.834,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.865,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.895,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.927,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.957,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
61.989,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.019,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.053,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.084,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.116,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.147,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.179,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.210,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.241,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
62.272,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
62.303,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.335,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.366,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.398,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.429,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.460,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.491,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.522,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.552,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.583,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.612,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.643,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
62.673,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
62.705,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
62.736,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
62.767,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
62.797,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
62.827,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
62.858,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
62.890,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
62.922,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
62.953,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
62.984,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.014,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.045,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.075,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.106,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.139,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.169,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.200,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.230,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.261,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.293,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.324,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.356,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.387,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.419,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.450,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.481,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.512,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.543,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.575,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.606,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.637,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.668,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.700,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.732,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.762,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.793,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.824,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.854,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.885,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.917,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.948,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
63.978,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.009,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.040,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.071,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.102,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.134,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.165,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.196,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.227,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.258,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.289,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.320,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.351,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.383,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.413,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.445,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.477,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.509,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.541,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.571,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.602,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.633,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.665,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.696,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.727,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.758,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.789,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.820,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.851,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.881,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.911,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.943,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
64.974,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
65.003,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
65.035,1.00,0,0,3,-0.500,-0.90,-1.00,0.25
65.067,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
65.099,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
65.130,1.00,0,0,3,-0.500,-0.89,-1.00,0.25
65.162,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
65.194,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
65.225,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
65.257,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
65.288,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
65.319,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
65.350,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
65.381,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
65.411,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
65.442,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
65.473,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
65.504,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
65.536,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
65.566,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
65.597,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
65.629,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
65.660,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.691,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.722,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.753,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.786,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.817,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.848,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.879,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.911,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.943,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
65.974,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
66.006,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.037,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.068,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.098,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.129,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.159,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.189,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.220,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.255,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.286,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.318,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.349,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.380,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.411,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.444,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.475,1.00,0,0,3,-0.500,-0.89,-1.00,0.27
66.506,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
66.537,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
66.568,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
66.598,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
66.629,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
66.660,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
66.690,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
66.721,1.00,0,0,3,-0.500,-0.89,-1.00,0.28
66.752,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
66.783,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
66.814,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
66.844,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
66.875,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
66.906,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
66.938,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
66.968,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.000,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.031,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.061,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.093,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.125,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.155,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.186,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.218,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.249,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.279,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.310,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.341,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.372,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.403,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.434,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.464,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.495,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.526,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.557,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.588,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.620,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.651,1.00,0,0,3,-0.500,-0.88,-1.00,0.29
67.682,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
67.713,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
67.744,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
67.775,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
67.807,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
67.838,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
67.869,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
67.900,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
67.932,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
67.964,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
67.995,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.025,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.057,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.087,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.118,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.149,1.00,0,0,3,-0.500,-0.87,-1.00,0.32
68.179,1.00,0,0,3,-0.500,-0.87,-1.00,0.32
68.211,1.00,0,0,3,-0.500,-0.87,-1.00,0.32
68.242,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.274,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.305,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.336,1.00,0,0,3,-0.500,-0.87,-1.00,0.31
68.367,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
68.397,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
68.429,1.00,0,0,3,-0.500,-0.87,-1.00,0.30
68.460,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.491,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.521,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.553,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.583,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.614,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.645,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.676,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.706,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.737,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.769,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.800,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.831,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.862,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.893,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.925,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.956,1.00,0,0,3,-0.500,-0.87,-1.00,0.29
68.986,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.017,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.048,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.079,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.110,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.141,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.173,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.206,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.237,1.00,0,0,3,-0.500,-0.87,-1.00,0.28
69.268,1.00,0,0,3,-0.500,-0.88,-1.00,0.28
69.298,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.329,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.360,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.392,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.424,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.455,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.487,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.521,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.552,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.583,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.614,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.645,1.00,0,0,3,-0.500,-0.88,-1.00,0.27
69.677,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
69.708,1.00,0,0,3,-0.500,-0.88,-1.00,0.26
69.739,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
69.771,1.00,0,0,3,-0.500,-0.89,-1.00,0.26
