time,alpha,bF,bR,walkMode,sideRotW,palmDotR,palmDotL,fingDotR
283.579,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.605,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.630,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.655,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.681,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.707,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.733,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.758,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.782,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.808,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.833,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.858,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.882,1.00,1,1,3,0.000,-0.70,-0.75,0.00
283.908,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.933,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.958,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
283.983,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.008,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.033,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.057,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.082,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.109,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.135,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.160,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.184,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.209,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.233,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.258,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.282,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.308,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.332,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.357,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.382,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.406,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.431,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.456,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.481,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.507,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.532,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.556,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.582,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.607,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.631,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.656,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.682,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.708,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.733,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.759,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.783,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.808,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.834,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.859,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.884,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.910,1.00,1,1,3,0.000,-0.70,-0.75,0.00
284.935,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.960,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
284.985,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.015,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.040,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.064,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.089,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.114,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.139,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.164,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.188,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.213,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.238,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.263,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.288,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.313,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.338,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.363,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.387,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.412,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.437,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.463,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.488,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.513,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.538,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.563,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.588,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.613,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.638,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.663,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.688,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.713,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.738,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.763,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.788,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.813,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.838,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.862,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.887,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.912,1.00,1,1,3,0.000,-0.70,-0.75,0.00
285.937,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.963,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
285.988,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.013,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.038,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.063,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.088,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.114,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.140,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.165,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.189,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.215,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.240,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.265,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.290,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.316,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.341,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.366,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.390,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.416,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.440,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.466,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.491,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.516,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.541,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.566,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.590,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.616,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.642,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.667,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.692,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.718,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.744,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.769,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.794,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.819,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.844,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.870,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.896,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.922,1.00,1,1,3,0.000,-0.70,-0.75,0.00
286.947,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.971,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
286.996,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.022,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.047,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.072,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.097,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.122,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.147,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.172,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.196,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.222,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.247,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.272,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.298,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.323,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.348,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.373,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.398,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.422,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.446,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.471,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.495,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.520,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.545,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.570,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.594,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.620,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.645,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.670,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.695,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.720,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.745,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.770,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.795,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.820,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.845,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.870,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.895,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.921,1.00,1,1,3,0.000,-0.70,-0.75,0.00
287.946,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.970,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
287.996,1.00,1,1,3,0.000,-0.70,-0.75,0.00
288.027,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.052,1.00,1,1,3,0.000,-0.70,-0.75,0.00
288.077,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.103,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.128,1.00,1,1,3,0.000,-0.70,-0.75,0.00
288.153,1.00,1,1,3,0.000,-0.70,-0.75,0.00
288.178,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.202,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.228,1.00,1,1,3,0.000,-0.70,-0.75,0.00
288.253,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.278,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.304,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.330,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.357,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.383,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.410,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.436,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.462,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.487,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.512,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.536,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.561,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.586,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.611,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.638,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.662,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.687,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.712,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.736,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.764,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.789,1.00,1,1,3,0.000,-0.70,-0.75,0.00
288.814,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.839,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.865,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.889,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.914,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.940,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.964,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
288.990,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.016,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.041,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.065,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.090,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.115,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.139,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.164,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.190,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.215,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.240,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.266,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.291,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.316,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.341,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.366,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.391,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.416,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.442,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.466,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.492,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.518,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.543,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.568,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.593,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.618,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.643,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.668,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.692,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.718,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.743,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.768,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.793,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.819,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.845,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.870,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.894,1.00,1,1,3,0.000,-0.70,-0.75,0.00
289.920,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.945,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.970,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
289.995,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.020,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.045,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.070,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.095,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.119,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.147,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.172,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.197,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.221,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.246,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.270,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.295,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.321,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.347,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.371,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.396,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.420,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.445,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.470,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.495,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.521,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.546,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.571,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.596,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.621,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.646,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.671,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.696,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.721,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.747,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.771,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.798,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.823,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.847,1.00,1,1,3,0.000,-0.70,-0.75,0.00
290.871,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.896,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.922,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.947,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.971,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
290.996,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.022,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.053,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.078,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.104,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.128,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.154,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.179,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.203,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.228,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.253,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.278,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.304,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.329,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.353,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.379,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.407,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.432,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.457,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.482,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.509,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.534,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.559,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.584,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.609,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.635,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.660,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.685,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.710,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.735,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.760,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.785,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.810,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.836,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.861,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.886,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.912,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.936,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
291.961,1.00,1,1,3,0.000,-0.70,-0.75,0.00
291.986,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.012,1.00,1,1,3,0.000,-0.70,-0.75,0.00
292.037,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.061,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.087,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.112,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.137,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.161,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.186,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.211,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.237,1.00,1,1,3,0.000,-0.70,-0.75,0.00
292.262,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.287,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.312,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.337,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.363,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.387,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.412,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.437,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.462,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.487,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.512,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.538,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.563,1.00,1,1,3,0.000,-0.70,-0.75,0.00
292.587,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.612,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.637,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.662,1.00,1,1,3,0.000,-0.70,-0.75,0.00
292.687,1.00,1,1,3,0.000,-0.70,-0.75,0.00
292.713,1.00,1,1,3,0.000,-0.70,-0.75,0.00
292.738,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.763,1.00,1,1,3,0.000,-0.70,-0.75,0.00
292.787,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.812,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.838,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.862,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.887,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.913,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.938,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
292.963,1.00,1,1,3,0.000,-0.70,-0.75,0.00
292.987,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.013,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.038,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.062,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.088,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.113,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.138,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.164,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.188,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.213,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.239,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.263,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.288,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.313,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.338,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.363,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.389,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.414,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.439,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.465,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.490,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.515,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.540,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.565,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.590,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.615,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.640,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.666,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.691,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.718,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.743,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.769,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.794,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.819,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.844,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.869,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.894,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.919,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.944,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
293.968,1.00,1,1,3,0.000,-0.70,-0.75,0.00
293.993,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
294.018,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
294.043,1.00,1,1,3,0.000,-0.70,-0.75,0.00
294.073,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
294.097,1.00,1,1,3,0.000,-0.70,-0.75,0.00
294.123,1.00,1,1,3,0.000,-0.70,-0.75,0.00
294.149,1.00,1,1,3,0.000,-0.70,-0.75,0.00
294.174,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
294.199,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
294.223,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
294.249,1.00,1,1,3,0.000,-0.70,-0.75,0.00
294.275,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
294.300,1.00,1,1,3,0.000,-0.70,-0.75,-0.00
